name_condition__	condition_name	KEY_PRESS_TIME	DISPLAY_ON_TIME	stimulus	emotion	gaze_direct	targ_code	trial_type	RESPONSE_ACCURACY	RESPONSE_TIME	orientation	pict1t	pict2t	pict3t	block	name_trial__	pict1	pict2	pict3	targ	expected_answer	jitter	KEY_PRESS	task
5	fear_incong	129313.21	128656.01	M9b	fear	L	RT	I	hit	657	up	300	100	400	2	1021	M9b_n_s.bmp	M9b_n_l.bmp	M9b_f_l.bmp	LR.bmp	Up	500	Up	localization
4	neutral_cong	131081.50	130472.61	M24	neutral	R	RT	C	hit	608	up	300	100	100	2	564	M24_n_s.bmp	M24_n_r.bmp	M24_n_r.bmp	TR.bmp	Up	500	Up	localization
1	fear_cong	132848.48	132355.88	M20	fear	L	LT	C	hit	492	up	300	100	100	2	657	M20_n_s.bmp	M20_n_l.bmp	M20_f_l.bmp	TL.bmp	Down	600	Down	localization
8	neutral_incong	134657.08	134322.47	M6	neutral	R	LT	I	hit	334	up	300	100	400	2	624	M6_n_s.bmp	M6_n_r.bmp	M6_n_r.bmp	LL.bmp	Down	500	Down	localization
1	fear_cong	136194.32	135822.43	M27	fear	L	LT	C	hit	371	up	300	100	100	2	705	M27_n_s.bmp	M27_n_l.bmp	M27_f_l.bmp	LL.bmp	Down	500	Down	localization
8	neutral_incong	138089.07	137755.69	M3b	neutral	R	LT	I	hit	333	up	300	100	400	2	864	M3b_n_s.bmp	M3b_n_r.bmp	M3b_n_r.bmp	LL.bmp	Down	600	Down	localization
1	fear_cong	139688.87	139355.63	M24b	fear	R	RT	C	hit	333	up	300	100	100	2	801	M24b_n_s.bmp	M24b_n_r.bmp	M24b_f_r.bmp	TR.bmp	Up	600	Up	localization
2	angry_cong	141689.99	141155.57	M3b	angry	R	RT	C	hit	534	up	300	100	100	2	850	M3b_n_s.bmp	M3b_n_r.bmp	M3b_n_r_t.bmp	LR.bmp	Up	800	Up	localization
3	happy_cong	143441.39	143055.51	M9b	happy	L	LT	C	hit	385	up	300	100	100	2	1011	M9b_n_s.bmp	M9b_n_l.bmp	M9b_h_l.bmp	LL.bmp	Down	700	Down	localization
3	happy_cong	145385.87	145105.43	M24b	happy	L	LT	C	hit	280	up	300	100	400	2	939	M24b_n_s.bmp	M24b_n_l.bmp	M24b_h_l.bmp	TL.bmp	Down	700	Down	localization
5	fear_incong	147153.29	146555.38	M3b	fear	R	LT	I	hit	597	up	300	100	100	2	853	M3b_n_s.bmp	M3b_n_r.bmp	M3b_f_r.bmp	LL.bmp	Down	500	Down	localization
2	angry_cong	149424.91	148805.31	M2b	angry	L	LT	C	hit	619	up	300	100	400	2	970	M2b_n_s.bmp	M2b_n_l.bmp	M2b_n_l_t.bmp	LL.bmp	Down	700	Down	localization
1	fear_cong	151312.43	150888.57	M22b	fear	L	LT	C	hit	423	up	300	100	100	2	913	M22b_n_s.bmp	M22b_n_l.bmp	M22b_f_l.bmp	TL.bmp	Down	800	Down	localization
4	neutral_cong	153017.63	152571.84	M6b	neutral	L	LT	C	hit	445	up	300	100	100	2	996	M6b_n_s.bmp	M6b_n_l.bmp	M6b_n_l.bmp	LL.bmp	Down	600	Down	localization
2	angry_cong	154786.30	154388.44	M22b	angry	L	LT	C	hit	397	up	300	100	100	2	914	M22b_n_s.bmp	M22b_n_l.bmp	M22b_n_l_t.bmp	TL.bmp	Down	700	Down	localization
7	happy_incong	156456.41	156038.40	M27b	happy	R	LT	I	hit	418	up	300	100	100	2	823	M27b_n_s.bmp	M27b_n_r.bmp	M27b_h_r.bmp	TL.bmp	Down	600	Down	localization
4	neutral_cong	158464.47	158221.65	M9b	neutral	L	LT	C	hit	242	up	300	100	400	2	1020	M9b_n_s.bmp	M9b_n_l.bmp	M9b_n_l.bmp	LL.bmp	Down	800	Down	localization
5	fear_incong	160320.34	160138.26	M22b	fear	R	LT	I	error	182	up	300	100	400	2	797	M22b_n_s.bmp	M22b_n_r.bmp	M22b_f_r.bmp	TL.bmp	Down	700	Up	localization
6	angry_incong	162402.04	162088.18	M27	angry	L	RT	I	hit	313	up	300	100	400	2	718	M27_n_s.bmp	M27_n_l.bmp	M27_n_l_t.bmp	LR.bmp	Up	800	Up	localization
3	happy_cong	164168.82	163671.47	M3	happy	L	LT	C	hit	497	up	300	100	100	2	723	M3_n_s.bmp	M3_n_l.bmp	M3_h_l.bmp	LL.bmp	Down	600	Down	localization
4	neutral_cong	166080.93	165721.39	M2b	neutral	R	RT	C	hit	359	up	300	100	400	2	844	M2b_n_s.bmp	M2b_n_r.bmp	M2b_n_r.bmp	LR.bmp	Up	600	Up	localization
4	neutral_cong	168082.40	167538.00	M3	neutral	L	LT	C	hit	544	up	300	100	400	2	732	M3_n_s.bmp	M3_n_l.bmp	M3_n_l.bmp	LL.bmp	Down	500	Down	localization
3	happy_cong	170104.68	169654.60	M20b	happy	L	LT	C	hit	450	up	300	100	400	2	907	M20b_n_s.bmp	M20b_n_l.bmp	M20b_h_l.bmp	TL.bmp	Down	600	Down	localization
7	happy_incong	171890.11	171571.20	M24	happy	L	RT	I	hit	318	up	300	100	400	2	703	M24_n_s.bmp	M24_n_l.bmp	M24_h_l.bmp	TR.bmp	Up	500	Up	localization
6	angry_incong	173832.99	173554.46	M24b	angry	R	LT	I	hit	278	up	300	100	400	2	814	M24b_n_s.bmp	M24b_n_r.bmp	M24b_n_r_t.bmp	TL.bmp	Down	700	Down	localization
3	happy_cong	176025.28	175404.39	M9	happy	R	RT	C	hit	620	up	300	100	400	2	635	M9_n_s.bmp	M9_n_r.bmp	M9_h_r.bmp	LR.bmp	Up	600	Up	localization
3	happy_cong	178088.79	177304.34	M20	happy	L	LT	C	hit	784	up	300	100	100	2	659	M20_n_s.bmp	M20_n_l.bmp	M20_h_l.bmp	TL.bmp	Down	600	Down	localization
2	angry_cong	180169.48	179754.25	M22	angry	L	LT	C	hit	415	up	300	100	400	2	682	M22_n_s.bmp	M22_n_l.bmp	M22_n_l_t.bmp	TL.bmp	Down	700	Down	localization
8	neutral_incong	181785.17	181420.86	M3	neutral	R	LT	I	hit	364	up	300	100	100	2	600	M3_n_s.bmp	M3_n_r.bmp	M3_n_r.bmp	LL.bmp	Down	600	Down	localization
7	happy_incong	183912.36	183554.12	M9b	happy	R	LT	I	hit	358	up	300	100	400	2	895	M9b_n_s.bmp	M9b_n_r.bmp	M9b_h_r.bmp	LL.bmp	Down	800	Down	localization
7	happy_incong	185776.78	185287.38	M27b	happy	L	RT	I	hit	489	up	300	100	100	2	951	M27b_n_s.bmp	M27b_n_l.bmp	M27b_h_l.bmp	TR.bmp	Up	700	Up	localization
6	angry_incong	187321.39	186937.34	M2	angry	L	RT	I	hit	384	up	300	100	100	2	646	M2_n_s.bmp	M2_n_l.bmp	M2_n_l_t.bmp	TR.bmp	Up	500	Up	localization
7	happy_incong	189297.40	188987.27	M22	happy	R	LT	I	hit	310	up	300	100	400	2	559	M22_n_s.bmp	M22_n_r.bmp	M22_h_r.bmp	TL.bmp	Down	700	Down	localization
5	fear_incong	191345.91	191070.53	M20	fear	L	RT	I	hit	275	up	300	100	400	2	669	M20_n_s.bmp	M20_n_l.bmp	M20_f_l.bmp	TR.bmp	Up	800	Up	localization
2	angry_cong	193560.33	193120.45	M9	angry	L	LT	C	hit	439	up	300	100	400	2	762	M9_n_s.bmp	M9_n_l.bmp	M9_n_l_t.bmp	LL.bmp	Down	800	Down	localization
5	fear_incong	195313.87	194937.05	M22	fear	R	LT	I	error	376	up	300	100	100	2	549	M22_n_s.bmp	M22_n_r.bmp	M22_f_r.bmp	TL.bmp	Down	700	Up	localization
2	angry_cong	197914.36	197070.32	M3b	angry	R	RT	C	hit	844	up	300	100	400	2	858	M3b_n_s.bmp	M3b_n_r.bmp	M3b_n_r_t.bmp	LR.bmp	Up	800	Up	localization
3	happy_cong	199504.81	199086.93	M6	happy	L	LT	C	hit	417	up	300	100	100	2	739	M6_n_s.bmp	M6_n_l.bmp	M6_h_l.bmp	LL.bmp	Down	500	Down	localization
4	neutral_cong	201129.90	200753.53	M27	neutral	L	LT	C	hit	376	up	300	100	100	2	708	M27_n_s.bmp	M27_n_l.bmp	M27_n_l.bmp	LL.bmp	Down	600	Down	localization
