"orig_trial","soa","Xloc","RT","trial_nr","target_loc","gaze_dir","resp_dir","cond","congr","correct","su"
23,900,510,455.22,86,"Left","Right","Left","Head shift","Incongruent",1,"su13"
39,500,510,468.36,87,"Left","Right","Left","Gaze shift","Incongruent",1,"su13"
81,500,510,650.26,88,"Left","Left","Left","Head shift","Congruent",1,"su13"
44,100,510,408.36,89,"Right","Right","Right","Head shift","Congruent",1,"su13"
77,900,510,419.11,90,"Left","Left","Left","Gaze shift","Congruent",1,"su13"
92,100,510,470.46,91,"Right","Right","Right","Head shift","Congruent",1,"su13"
43,100,510,378.43,92,"Left","Right","Left","Head shift","Incongruent",1,"su13"
68,100,510,397.36,93,"Right","Right","Right","Head shift","Congruent",1,"su13"
64,500,510,367.64,94,"Right","Right","Right","Gaze shift","Congruent",1,"su13"
7,100,510,387.53,95,"Left","Left","Left","Head shift","Congruent",1,"su13"
89,900,510,442.48,96,"Left","Right","Left","Gaze shift","Incongruent",1,"su13"
36,900,510,478.45,1,"Right","Left","Right","Head shift","Incongruent",1,"su14"
79,100,510,552.78,2,"Left","Left","Left","Head shift","Congruent",1,"su14"
69,500,510,363.49,3,"Left","Right","Left","Head shift","Incongruent",1,"su14"
76,500,510,333.25,4,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
80,100,510,352.71,5,"Right","Left","Right","Head shift","Incongruent",1,"su14"
64,500,510,330.24,6,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
48,900,510,315.34,7,"Right","Right","Right","Head shift","Congruent",1,"su14"
68,100,510,325.55,8,"Right","Right","Right","Head shift","Congruent",1,"su14"
49,100,510,397.49,9,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
3,500,510,329.09,10,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
85,100,510,472.09,11,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
5,900,510,348.67,12,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
77,900,510,393.24,13,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
21,500,510,354.18,14,"Left","Right","Left","Head shift","Incongruent",1,"su14"
1,100,510,359.91,15,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
22,500,510,306.86,16,"Right","Right","Right","Head shift","Congruent",1,"su14"
93,500,510,313.55,17,"Left","Right","Left","Head shift","Incongruent",1,"su14"
95,900,510,293.6,18,"Left","Right","Left","Head shift","Incongruent",1,"su14"
10,500,510,332.45,19,"Right","Left","Right","Head shift","Incongruent",1,"su14"
34,500,510,342.77,20,"Right","Left","Right","Head shift","Incongruent",1,"su14"
59,900,510,327.29,21,"Left","Left","Left","Head shift","Congruent",1,"su14"
2,100,510,421.87,22,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
84,900,510,287.31,23,"Right","Left","Right","Head shift","Incongruent",1,"su14"
55,100,510,390.82,24,"Left","Left","Left","Head shift","Congruent",1,"su14"
61,100,510,495.9,25,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
44,100,510,322.83,26,"Right","Right","Right","Head shift","Congruent",1,"su14"
27,500,510,323.44,27,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
94,500,510,403.59,28,"Right","Right","Right","Head shift","Congruent",1,"su14"
15,500,510,323.66,29,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
39,500,510,363.03,30,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
92,100,510,414.61,31,"Right","Right","Right","Head shift","Congruent",1,"su14"
19,100,510,393.51,32,"Left","Right","Left","Head shift","Incongruent",1,"su14"
63,500,510,345.68,33,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
24,900,510,304.92,34,"Right","Right","Right","Head shift","Congruent",1,"su14"
6,900,510,410.28,35,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
60,900,510,433.81,36,"Right","Left","Right","Head shift","Incongruent",1,"su14"
13,100,510,473.49,37,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
43,100,510,423.93,38,"Left","Right","Left","Head shift","Incongruent",1,"su14"
50,100,510,392.55,39,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
82,500,510,314,40,"Right","Left","Right","Head shift","Incongruent",1,"su14"
30,900,510,339.75,41,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
25,100,510,360.91,42,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
86,100,510,328.3,43,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
20,100,510,369.83,44,"Right","Right","Right","Head shift","Congruent",1,"su14"
35,900,510,459.54,45,"Left","Left","Left","Head shift","Congruent",1,"su14"
51,500,510,530.27,46,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
75,500,510,472.01,47,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
65,900,510,428.99,48,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
88,500,510,393.58,49,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
96,900,510,332.4,50,"Right","Right","Right","Head shift","Congruent",1,"su14"
58,500,510,332.87,51,"Right","Left","Right","Head shift","Incongruent",1,"su14"
40,500,510,275.16,52,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
9,500,510,359.43,53,"Left","Left","Left","Head shift","Congruent",1,"su14"
37,100,510,480.5,54,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
73,100,510,353.31,55,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
53,900,510,353.05,56,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
38,100,510,677.94,57,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
52,500,510,314.08,58,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
17,900,510,357.86,59,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
18,900,510,319.34,60,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
14,100,510,514.15,61,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
62,100,510,378.4,62,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
23,900,510,347.49,63,"Left","Right","Left","Head shift","Incongruent",1,"su14"
70,500,510,396.25,64,"Right","Right","Right","Head shift","Congruent",1,"su14"
91,100,510,454.07,65,"Left","Right","Left","Head shift","Incongruent",1,"su14"
32,100,510,891.54,66,"Right","Left","Right","Head shift","Incongruent",1,"su14"
26,100,510,405.26,67,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
67,100,510,361.61,68,"Left","Right","Left","Head shift","Incongruent",1,"su14"
72,900,510,427.72,69,"Right","Right","Right","Head shift","Congruent",1,"su14"
29,900,510,388.57,70,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
33,500,510,472.72,71,"Left","Left","Left","Head shift","Congruent",1,"su14"
78,900,510,394.34,72,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
56,100,510,479.78,73,"Right","Left","Right","Head shift","Incongruent",1,"su14"
90,900,510,405.97,74,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
66,900,510,328.16,75,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
12,900,510,321.39,76,"Right","Left","Right","Head shift","Incongruent",1,"su14"
89,900,510,336.92,77,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
7,100,510,403.28,78,"Left","Left","Left","Head shift","Congruent",1,"su14"
28,500,510,408.02,79,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
42,900,510,450.43,80,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
87,500,510,392.93,81,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
81,500,510,303.36,82,"Left","Left","Left","Head shift","Congruent",1,"su14"
31,100,510,408.05,83,"Left","Left","Left","Head shift","Congruent",1,"su14"
8,100,510,486.34,84,"Right","Left","Right","Head shift","Incongruent",1,"su14"
11,900,510,382.06,85,"Left","Left","Left","Head shift","Congruent",1,"su14"
71,900,510,475.59,86,"Left","Right","Left","Head shift","Incongruent",1,"su14"
41,900,510,390.78,87,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
74,100,510,1189.2,88,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
47,900,510,389.68,89,"Left","Right","Left","Head shift","Incongruent",1,"su14"
54,900,510,422.65,90,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
57,500,510,354.1,91,"Left","Left","Left","Head shift","Congruent",1,"su14"
46,500,510,540.46,92,"Right","Right","Right","Head shift","Congruent",1,"su14"
83,900,510,323.47,93,"Left","Left","Left","Head shift","Congruent",1,"su14"
4,500,510,369.87,94,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
16,500,510,400.5,95,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
45,500,510,429.38,96,"Left","Right","Left","Head shift","Incongruent",1,"su14"
52,500,510,466.93,1,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
74,100,510,388.71,2,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
60,900,510,331.24,3,"Right","Left","Right","Head shift","Incongruent",1,"su14"
88,500,510,324.63,4,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
2,100,510,363.29,5,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
56,100,510,327.9,6,"Right","Left","Right","Head shift","Incongruent",1,"su14"
87,500,510,442.66,7,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
22,500,510,312.8,8,"Right","Right","Right","Head shift","Congruent",1,"su14"
78,900,510,305.44,9,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
47,900,510,396.17,10,"Left","Right","Left","Head shift","Incongruent",1,"su14"
10,500,510,356.9,11,"Right","Left","Right","Head shift","Incongruent",1,"su14"
7,100,510,410.53,12,"Left","Left","Left","Head shift","Congruent",1,"su14"
4,500,510,435.42,13,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
37,100,510,586.4,14,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
65,900,510,373.18,15,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
31,100,510,489.78,16,"Left","Left","Left","Head shift","Congruent",1,"su14"
38,100,510,375.19,17,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
28,500,510,459.83,18,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
66,900,510,323.13,19,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
86,100,510,462.02,20,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
3,500,510,349.14,21,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
30,900,510,398.71,22,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
25,100,510,650.71,23,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
71,900,510,426.32,24,"Left","Right","Left","Head shift","Incongruent",1,"su14"
57,500,510,413.57,25,"Left","Left","Left","Head shift","Congruent",1,"su14"
68,100,510,385,26,"Right","Right","Right","Head shift","Congruent",1,"su14"
94,500,510,338.38,27,"Right","Right","Right","Head shift","Congruent",1,"su14"
75,500,510,327.57,28,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
81,500,510,364.92,29,"Left","Left","Left","Head shift","Congruent",1,"su14"
73,100,510,494.27,30,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
62,100,510,473.09,31,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
70,500,510,306.73,32,"Right","Right","Right","Head shift","Congruent",1,"su14"
83,900,510,283.94,33,"Left","Left","Left","Head shift","Congruent",1,"su14"
11,900,510,307.12,34,"Left","Left","Left","Head shift","Congruent",1,"su14"
92,100,510,393.58,35,"Right","Right","Right","Head shift","Congruent",1,"su14"
50,100,510,499.34,36,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
41,900,510,394.48,37,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
39,500,510,526.94,38,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
59,900,510,330.26,39,"Left","Left","Left","Head shift","Congruent",1,"su14"
84,900,510,305.7,40,"Right","Left","Right","Head shift","Incongruent",1,"su14"
5,900,510,313.64,41,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
63,500,510,446.25,42,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
16,500,510,396.67,43,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
48,900,510,395.18,44,"Right","Right","Right","Head shift","Congruent",1,"su14"
8,100,510,390.06,45,"Right","Left","Right","Head shift","Incongruent",1,"su14"
29,900,510,371.71,46,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
82,500,510,383.35,47,"Right","Left","Right","Head shift","Incongruent",1,"su14"
33,500,510,394.26,48,"Left","Left","Left","Head shift","Congruent",1,"su14"
24,900,510,358.07,49,"Right","Right","Right","Head shift","Congruent",1,"su14"
9,500,510,328.39,50,"Left","Left","Left","Head shift","Congruent",1,"su14"
53,900,510,418.81,51,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
19,100,510,470.8,52,"Left","Right","Left","Head shift","Incongruent",1,"su14"
69,500,510,354.93,53,"Left","Right","Left","Head shift","Incongruent",1,"su14"
91,100,510,387.53,54,"Left","Right","Left","Head shift","Incongruent",1,"su14"
96,900,510,327.07,55,"Right","Right","Right","Head shift","Congruent",1,"su14"
89,900,510,410.19,56,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
72,900,510,369.65,57,"Right","Right","Right","Head shift","Congruent",1,"su14"
77,900,510,399.15,58,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
79,100,510,491.72,59,"Left","Left","Left","Head shift","Congruent",1,"su14"
44,100,510,405.99,60,"Right","Right","Right","Head shift","Congruent",1,"su14"
26,100,510,595.34,61,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
1,100,510,475.92,62,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
55,100,510,359.28,63,"Left","Left","Left","Head shift","Congruent",1,"su14"
42,900,510,84.28,64,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
20,100,510,422.96,65,"Right","Right","Right","Head shift","Congruent",1,"su14"
95,900,510,316.09,66,"Left","Right","Left","Head shift","Incongruent",1,"su14"
14,100,510,569.45,67,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
13,100,510,424.89,68,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
35,900,510,394.96,69,"Left","Left","Left","Head shift","Congruent",1,"su14"
76,500,510,419.9,70,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
43,100,510,415.27,71,"Left","Right","Left","Head shift","Incongruent",1,"su14"
21,500,510,429.11,72,"Left","Right","Left","Head shift","Incongruent",1,"su14"
49,100,510,534.94,73,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
17,900,510,421.34,74,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
6,900,510,338.01,75,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
93,500,510,428.97,76,"Left","Right","Left","Head shift","Incongruent",1,"su14"
85,100,510,391.1,77,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
15,500,510,470.51,78,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
58,500,510,402.8,79,"Right","Left","Right","Head shift","Incongruent",1,"su14"
61,100,510,522.96,80,"Left","Right","Left","Gaze shift","Incongruent",1,"su14"
32,100,510,433.35,81,"Right","Left","Right","Head shift","Incongruent",1,"su14"
34,500,510,403.92,82,"Right","Left","Left","Head shift","Incongruent",0,"su14"
90,900,510,405.78,83,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
40,500,510,378.89,84,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
46,500,510,492.91,85,"Right","Right","Right","Head shift","Congruent",1,"su14"
64,500,510,445.7,86,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
54,900,510,339.66,87,"Right","Left","Right","Gaze shift","Incongruent",1,"su14"
67,100,510,518.66,88,"Left","Right","Left","Head shift","Incongruent",1,"su14"
27,500,510,395.9,89,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
51,500,510,330.61,90,"Left","Left","Left","Gaze shift","Congruent",1,"su14"
45,500,510,416.79,91,"Left","Right","Left","Head shift","Incongruent",1,"su14"
18,900,510,355.97,92,"Right","Right","Right","Gaze shift","Congruent",1,"su14"
80,100,510,407.08,93,"Right","Left","Right","Head shift","Incongruent",1,"su14"
36,900,510,385.37,94,"Right","Left","Right","Head shift","Incongruent",1,"su14"
12,900,510,373.36,95,"Right","Left","Right","Head shift","Incongruent",1,"su14"
23,900,510,357.4,96,"Left","Right","Left","Head shift","Incongruent",1,"su14"
4,500,510,524.24,1,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
62,100,510,504.88,2,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
18,900,510,-60680.69,3,"Right","Right","NA","Gaze shift","Congruent",0,"su15"
84,900,510,446.04,4,"Right","Left","Right","Head shift","Incongruent",1,"su15"
27,500,510,425.29,5,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
39,500,510,442.94,6,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
87,500,510,440.55,7,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
15,500,510,620.8,8,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
12,900,510,366.12,9,"Right","Left","Right","Head shift","Incongruent",1,"su15"
22,500,510,327.86,10,"Right","Right","Right","Head shift","Congruent",1,"su15"
50,100,510,402.73,11,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
41,900,510,395.77,12,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
34,500,510,772.23,13,"Right","Left","Right","Head shift","Incongruent",1,"su15"
79,100,510,263.51,14,"Left","Left","Left","Head shift","Congruent",1,"su15"
36,900,510,398.59,15,"Right","Left","Right","Head shift","Incongruent",1,"su15"
20,100,510,385.71,16,"Right","Right","Right","Head shift","Congruent",1,"su15"
75,500,510,336.33,17,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
9,500,510,406.88,18,"Left","Left","Left","Head shift","Congruent",1,"su15"
57,500,510,410.17,19,"Left","Left","Left","Head shift","Congruent",1,"su15"
32,100,510,572.4,20,"Right","Left","Right","Head shift","Incongruent",1,"su15"
93,500,510,335.68,21,"Left","Right","Left","Head shift","Incongruent",1,"su15"
86,100,510,425.5,22,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
31,100,510,397.09,23,"Left","Left","Left","Head shift","Congruent",1,"su15"
66,900,510,329.94,24,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
33,500,510,438.61,25,"Left","Left","Left","Head shift","Congruent",1,"su15"
72,900,510,418.28,26,"Right","Right","Right","Head shift","Congruent",1,"su15"
30,900,510,409.23,27,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
45,500,510,435.58,28,"Left","Right","Left","Head shift","Incongruent",1,"su15"
88,500,510,409.34,29,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
14,100,510,361.39,30,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
58,500,510,348.41,31,"Right","Left","Right","Head shift","Incongruent",1,"su15"
49,100,510,407.6,32,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
55,100,510,347.73,33,"Left","Left","Left","Head shift","Congruent",1,"su15"
56,100,510,420.54,34,"Right","Left","Right","Head shift","Incongruent",1,"su15"
85,100,510,454.63,35,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
83,900,510,375.08,36,"Left","Left","Left","Head shift","Congruent",1,"su15"
25,100,510,513.96,37,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
29,900,510,411.7,38,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
38,100,510,501.33,39,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
46,500,510,339.16,40,"Right","Right","Right","Head shift","Congruent",1,"su15"
76,500,510,685.77,41,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
91,100,510,531.23,42,"Left","Right","Left","Head shift","Incongruent",1,"su15"
23,900,510,432.02,43,"Left","Right","Left","Head shift","Incongruent",1,"su15"
64,500,510,436.83,44,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
89,900,510,460.31,45,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
81,500,510,456.26,46,"Left","Left","Left","Head shift","Congruent",1,"su15"
1,100,510,630.17,47,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
3,500,510,316.06,48,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
73,100,510,600.18,49,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
40,500,510,247.77,50,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
94,500,510,282.63,51,"Right","Right","Right","Head shift","Congruent",1,"su15"
42,900,510,321.65,52,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
82,500,510,460.58,53,"Right","Left","Right","Head shift","Incongruent",1,"su15"
48,900,510,1323.75,54,"Right","Right","Right","Head shift","Congruent",1,"su15"
74,100,510,678.43,55,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
28,500,510,554.32,56,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
11,900,510,373.98,57,"Left","Left","Left","Head shift","Congruent",1,"su15"
95,900,510,390.86,58,"Left","Right","Left","Head shift","Incongruent",1,"su15"
13,100,510,552.5,59,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
53,900,510,439.87,60,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
51,500,510,671.34,61,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
59,900,510,457.54,62,"Left","Left","Left","Head shift","Congruent",1,"su15"
7,100,510,551.95,63,"Left","Left","Left","Head shift","Congruent",1,"su15"
35,900,510,337.54,64,"Left","Left","Left","Head shift","Congruent",1,"su15"
69,500,510,410,65,"Left","Right","Left","Head shift","Incongruent",1,"su15"
61,100,510,433.41,66,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
16,500,510,459.39,67,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
43,100,510,536.68,68,"Left","Right","Left","Head shift","Incongruent",1,"su15"
5,900,510,360.26,69,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
70,500,510,353.19,70,"Right","Right","Right","Head shift","Congruent",1,"su15"
68,100,510,487.5,71,"Right","Right","Right","Head shift","Congruent",1,"su15"
65,900,510,335.27,72,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
52,500,510,475.74,73,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
2,100,510,408.13,74,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
8,100,510,421.15,75,"Right","Left","Right","Head shift","Incongruent",1,"su15"
6,900,510,416.55,76,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
21,500,510,469.46,77,"Left","Right","Left","Head shift","Incongruent",1,"su15"
71,900,510,398.47,78,"Left","Right","Left","Head shift","Incongruent",1,"su15"
96,900,510,357.77,79,"Right","Right","Right","Head shift","Congruent",1,"su15"
10,500,510,482.39,80,"Right","Left","Right","Head shift","Incongruent",1,"su15"
24,900,510,411.8,81,"Right","Right","Right","Head shift","Congruent",1,"su15"
19,100,510,614.97,82,"Left","Right","Left","Head shift","Incongruent",1,"su15"
26,100,510,475.25,83,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
60,900,510,355.14,84,"Right","Left","Right","Head shift","Incongruent",1,"su15"
90,900,510,286.55,85,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
63,500,510,517.51,86,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
77,900,510,572.47,87,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
92,100,510,480.65,88,"Right","Right","Right","Head shift","Congruent",1,"su15"
67,100,510,621.89,89,"Left","Right","Left","Head shift","Incongruent",1,"su15"
17,900,510,408.53,90,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
78,900,510,364.2,91,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
80,100,510,464.74,92,"Right","Left","Right","Head shift","Incongruent",1,"su15"
44,100,510,437.2,93,"Right","Right","Right","Head shift","Congruent",1,"su15"
37,100,510,528.99,94,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
47,900,510,415.96,95,"Left","Right","Left","Head shift","Incongruent",1,"su15"
54,900,510,404.06,96,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
31,100,510,487.14,1,"Left","Left","Left","Head shift","Congruent",1,"su15"
38,100,510,351.72,2,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
69,500,510,329.73,3,"Left","Right","Left","Head shift","Incongruent",1,"su15"
58,500,510,361.88,4,"Right","Left","Right","Head shift","Incongruent",1,"su15"
33,500,510,360.55,5,"Left","Left","Left","Head shift","Congruent",1,"su15"
9,500,510,352.25,6,"Left","Left","Left","Head shift","Congruent",1,"su15"
48,900,510,315.83,7,"Right","Right","Right","Head shift","Congruent",1,"su15"
23,900,510,348.67,8,"Left","Right","Left","Head shift","Incongruent",1,"su15"
11,900,510,352.18,9,"Left","Left","Left","Head shift","Congruent",1,"su15"
28,500,510,313.76,10,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
29,900,510,299.92,11,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
42,900,510,403.66,12,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
74,100,510,451.4,13,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
21,500,510,560.89,14,"Left","Right","Left","Head shift","Incongruent",1,"su15"
10,500,510,363.94,15,"Right","Left","Right","Head shift","Incongruent",1,"su15"
25,100,510,535.53,16,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
62,100,510,365.74,17,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
20,100,510,340.81,18,"Right","Right","Right","Head shift","Congruent",1,"su15"
91,100,510,519,19,"Left","Right","Left","Head shift","Incongruent",1,"su15"
3,500,510,405.2,20,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
16,500,510,328.12,21,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
51,500,510,356.61,22,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
75,500,510,478.83,23,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
1,100,510,418.16,24,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
37,100,510,603.24,25,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
84,900,510,342.49,26,"Right","Left","Right","Head shift","Incongruent",1,"su15"
67,100,510,599.6,27,"Left","Right","Left","Head shift","Incongruent",1,"su15"
89,900,510,381.04,28,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
52,500,510,400.1,29,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
30,900,510,331.24,30,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
7,100,510,501.59,31,"Left","Left","Left","Head shift","Congruent",1,"su15"
6,900,510,343.28,32,"Right","Left","Right","Gaze shift","Incongruent",1,"su15"
88,500,510,546.61,33,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
49,100,510,496.19,34,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
53,900,510,397.74,35,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
27,500,510,344.51,36,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
61,100,510,500.31,37,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
63,500,510,275.81,38,"Left","Right","Left","Gaze shift","Incongruent",1,"su15"
79,100,510,460.76,39,"Left","Left","Left","Head shift","Congruent",1,"su15"
80,100,510,436.47,40,"Right","Left","Right","Head shift","Incongruent",1,"su15"
64,500,510,368.25,41,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
83,900,510,401.35,42,"Left","Left","Left","Head shift","Congruent",1,"su15"
73,100,510,551.45,43,"Left","Left","Left","Gaze shift","Congruent",1,"su15"
40,500,510,306.15,44,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
18,900,510,307.86,45,"Right","Right","Right","Gaze shift","Congruent",1,"su15"
