ID,Validity,Time,Stim,Resp,Cond
1,Valid,0.267,Right,2,1
1,Invalid,0.258,Right,2,2
1,Valid,0.165,Right,2,1
1,Invalid,0.316,Right,2,2
1,Invalid,0.333,Right,2,2
1,Valid,0.227,Right,2,1
1,Invalid,0.308,Left,2,2
1,Invalid,0.374,Left,2,2
1,Valid,0.289,Left,2,1
1,Valid,0.289,Right,2,1
1,Valid,0.297,Right,1,1
1,Valid,0.323,Left,2,1
1,Invalid,0.362,Right,2,2
1,Valid,0.281,Right,2,1
1,Valid,0.313,Left,2,1
1,Valid,0.358,Left,2,1
1,Valid,0.396,Left,2,1
1,Invalid,0.318,Left,2,2
1,Invalid,0.355,Right,2,2
1,Invalid,0.347,Left,2,2
1,Invalid,0.274,Right,2,2
1,Valid,0.285,Right,2,1
1,Invalid,0.311,Right,2,2
1,Invalid,0.255,Left,2,2
1,Valid,0.319,Right,2,1
1,Invalid,0.437,Left,2,2
1,Invalid,0.33,Left,2,2
1,Invalid,0.392,Right,2,2
1,Valid,0.349,Left,2,1
1,Valid,0.284,Left,2,1
1,Valid,0.351,Right,2,1
1,Invalid,0.548,Right,2,2
1,Invalid,0.298,Left,2,2
1,Invalid,0.347,Left,2,2
1,Invalid,0.339,Left,2,2
1,Valid,0.305,Left,2,1
1,Valid,0.305,Right,2,1
1,Valid,0.55,Left,2,1
1,Invalid,0.428,Left,2,2
1,Invalid,0.317,Left,2,2
1,Valid,0.318,Left,2,1
1,Invalid,0.439,Right,2,2
1,Valid,0.243,Right,2,1
1,Invalid,0.299,Right,2,2
1,Invalid,0.443,Right,2,2
1,Valid,0.365,Left,2,1
1,Valid,0.288,Right,2,1
1,Valid,0.288,Right,2,1
1,Invalid,0.274,Right,2,2
1,Valid,0.227,Right,2,1
1,Invalid,0.334,Right,2,2
1,Invalid,0.29,Left,2,2
1,Valid,0.258,Left,2,1
1,Invalid,0.246,Left,2,2
1,Valid,0.265,Right,2,1
1,Valid,0.236,Left,2,1
1,Valid,0.448,Left,2,1
1,Valid,0.338,Left,2,1
1,Valid,0.294,Right,2,1
1,Invalid,0.385,Right,2,2
1,Valid,0.301,Right,2,1
1,Invalid,0.39,Left,2,2
1,Invalid,0.321,Right,2,2
1,Invalid,0.568,Right,2,2
1,Invalid,0.461,Left,2,2
1,Invalid,0.296,Right,2,2
1,Invalid,0.352,Left,2,2
1,Valid,0.359,Right,2,1
1,Valid,0.354,Left,2,1
2,Valid,77.765,Left,2,1
2,Invalid,1.159,Right,2,2
2,Invalid,1.355,Left,2,2
2,Valid,1.233,Left,2,1
2,Invalid,0.909,Right,2,2
2,Invalid,0.715,Right,2,2
2,Invalid,0.838,Left,2,2
2,Invalid,0.854,Left,2,2
2,Valid,0.775,Left,2,1
2,Invalid,0.684,Right,2,2
2,Valid,0.677,Left,2,1
2,Invalid,0.669,Right,2,2
2,Valid,0.752,Right,2,1
2,Valid,0.725,Right,2,1
2,Invalid,0.87,Left,2,2
2,Invalid,0.768,Left,2,2
2,Valid,0.702,Left,2,1
2,Valid,0.752,Right,2,1
2,Valid,0.597,Left,2,1
2,Valid,0.704,Right,2,1
2,Valid,0.701,Right,2,1
2,Invalid,0.667,Right,2,2
2,Invalid,0.958,Left,2,2
2,Valid,0.996,Right,2,1
2,Valid,1.235,Left,2,1
2,Valid,0.715,Left,2,1
2,Invalid,0.731,Left,2,2
2,Valid,0.706,Left,2,1
2,Valid,0.652,Left,2,1
2,Invalid,0.663,Left,2,2
2,Invalid,0.671,Right,2,2
2,Invalid,0.68,Right,2,2
2,Invalid,0.703,Right,2,2
2,Valid,0.631,Right,2,1
2,Valid,0.73,Left,2,1
2,Invalid,0.698,Left,2,2
2,Valid,0.616,Right,2,1
2,Invalid,0.678,Right,2,2
2,Valid,0.664,Right,2,1
2,Invalid,0.642,Left,2,2
2,Valid,0.71,Right,2,1
2,Invalid,0.684,Left,2,2
2,Invalid,0.622,Right,2,2
2,Valid,0.639,Right,2,1
2,Valid,0.723,Right,2,1
2,Invalid,0.707,Right,2,2
2,Invalid,0.842,Right,2,2
2,Valid,0.662,Right,2,1
2,Invalid,0.674,Left,2,2
2,Valid,0.627,Left,2,1
2,Invalid,0.928,Right,2,2
2,Valid,0.65,Left,2,1
2,Valid,0.563,Right,2,1
2,Invalid,0.473,Left,2,2
2,Valid,0.36,Left,2,1
2,Invalid,0.54,Right,2,2
2,Invalid,0.549,Left,2,2
2,Valid,0.435,Left,2,1
2,Valid,0.501,Left,2,1
2,Valid,0.357,Right,2,1
2,Invalid,0.421,Right,2,2
2,Invalid,0.4,Left,2,2
2,Invalid,0.378,Left,2,2
2,Valid,0.357,Left,2,1
2,Invalid,0.405,Right,2,2
2,Invalid,0.401,Left,2,2
2,Valid,0.374,Right,2,1
2,Valid,0.372,Left,2,1
2,Valid,0.363,Right,2,1
2,Valid,0.449,Left,2,1
2,Invalid,0.419,Right,2,2
2,Invalid,0.454,Left,2,2
2,Invalid,0.568,Right,2,2
2,Invalid,0.491,Left,2,2
2,Valid,0.393,Right,2,1
2,Invalid,0.519,Right,2,2
2,Valid,0.494,Right,2,1
2,Valid,0.44,Left,2,1
2,Valid,0.507,Left,2,1
2,Invalid,0.5,Left,2,2
2,Invalid,0.446,Left,2,2
2,Valid,0.465,Right,2,1
2,Invalid,0.528,Right,2,2
2,Invalid,0.425,Left,2,2
2,Valid,0.374,Left,2,1
2,Valid,0.507,Left,2,1
2,Invalid,0.418,Left,2,2
2,Valid,0.405,Right,2,1
2,Invalid,0.433,Left,2,2
2,Invalid,0.37,Left,2,2
2,Valid,0.326,Right,2,1
2,Invalid,0.419,Right,2,2
2,Invalid,0.407,Left,2,2
2,Valid,0.428,Left,2,1
2,Invalid,0.432,Right,2,2
2,Valid,0.362,Right,2,1
2,Invalid,0.448,Right,2,2
2,Invalid,0.444,Right,2,2
2,Valid,0.517,Left,2,1
2,Invalid,0.51,Right,2,2
2,Valid,0.342,Left,2,1
2,Valid,0.342,Right,2,1
2,Valid,0.382,Right,2,1
2,Valid,0.509,Right,2,1
2,Invalid,0.387,Left,2,2
2,Valid,0.567,Right,2,1
2,Invalid,0.396,Left,2,2
2,Invalid,0.456,Right,2,2
2,Invalid,0.612,Left,2,2
2,Invalid,0.4,Right,2,2
2,Valid,0.37,Right,2,1
2,Invalid,0.473,Right,2,2
2,Invalid,0.578,Left,2,2
2,Valid,0.479,Left,2,1
2,Invalid,0.478,Right,2,2
2,Valid,0.417,Right,2,1
2,Invalid,0.494,Right,2,2
2,Invalid,0.344,Left,2,2
2,Valid,0.405,Left,2,1
2,Valid,0.411,Left,2,1
2,Valid,0.318,Right,2,1
2,Valid,0.454,Left,2,1
2,Valid,0.424,Left,2,1
2,Valid,0.429,Right,2,1
2,Valid,0.479,Right,2,1
2,Valid,0.418,Right,2,1
2,Valid,0.309,Right,2,1
2,Valid,0.363,Left,2,1
2,Valid,0.336,Left,2,1
2,Invalid,0.437,Right,2,2
2,Invalid,0.39,Left,2,2
2,Valid,0.586,Left,2,1
2,Invalid,0.718,Left,2,2
2,Invalid,0.496,Right,2,2
2,Valid,0.382,Right,2,1
2,Invalid,0.475,Left,2,2
2,Invalid,0.454,Left,2,2
2,Invalid,0.474,Left,2,2
2,Valid,0.453,Left,2,1
2,Valid,0.44,Left,2,1
2,Invalid,0.435,Right,2,2
2,Invalid,0.591,Right,2,2
2,Invalid,0.587,Right,2,2
2,Invalid,0.592,Left,2,2
2,Valid,0.493,Right,2,1
2,Valid,0.379,Left,2,1
2,Invalid,0.543,Right,2,2
2,Valid,0.559,Left,2,1
2,Valid,0.557,Right,2,1
2,Invalid,0.533,Left,2,2
2,Valid,0.605,Right,2,1
2,Invalid,0.563,Right,2,2
2,Valid,0.487,Right,2,1
2,Invalid,0.479,Right,2,2
2,Invalid,0.406,Left,2,2
2,Invalid,0.418,Left,2,2
2,Invalid,0.423,Right,2,2
2,Valid,0.538,Left,2,1
2,Invalid,0.471,Right,2,2
2,Invalid,0.402,Left,2,2
2,Valid,0.415,Right,2,1
2,Valid,0.485,Left,2,1
2,Valid,0.405,Left,2,1
2,Valid,0.388,Left,2,1
2,Invalid,0.419,Left,2,2
2,Valid,0.438,Left,2,1
2,Invalid,0.41,Right,2,2
2,Valid,0.518,Left,2,1
2,Valid,0.575,Left,2,1
2,Invalid,0.438,Left,2,2
2,Valid,0.354,Right,2,1
2,Invalid,0.456,Left,2,2
2,Invalid,0.498,Right,2,2
2,Valid,0.363,Right,2,1
2,Invalid,0.487,Left,2,2
2,Valid,0.495,Right,2,1
2,Invalid,0.504,Right,2,2
2,Invalid,0.56,Left,2,2
2,Valid,0.485,Right,2,1
2,Valid,0.564,Right,2,1
2,Invalid,0.683,Right,2,2
2,Valid,0.75,Left,2,1
2,Invalid,0.554,Right,2,2
2,Invalid,0.536,Left,2,2
2,Valid,0.768,Right,2,1
2,Invalid,0.495,Left,2,2
2,Invalid,0.472,Right,2,2
2,Invalid,0.649,Right,2,2
2,Valid,0.516,Left,2,1
2,Invalid,0.626,Right,2,2
2,Valid,0.533,Left,2,1
2,Invalid,0.418,Left,2,2
2,Valid,0.491,Left,2,1
2,Invalid,0.541,Right,2,2
2,Valid,0.619,Left,2,1
2,Valid,0.389,Right,2,1
2,Valid,0.467,Right,2,1
2,Invalid,0.412,Left,2,2
2,Valid,0.394,Left,2,1
2,Valid,0.605,Right,2,1
2,Invalid,0.435,Right,2,2
2,Valid,0.341,Right,2,1
2,Invalid,0.453,Left,2,2
2,Valid,0.385,Right,2,1
2,Valid,0.517,Left,2,1
2,Invalid,0.555,Right,2,2
2,Invalid,0.53,Right,2,2
2,Valid,0.33,Right,2,1
2,Valid,0.297,Left,2,1
2,Invalid,0.379,Left,2,2
2,Valid,0.354,Left,2,1
2,Invalid,0.362,Left,2,2
2,Valid,0.337,Right,2,1
2,Valid,0.305,Left,2,1
2,Invalid,0.369,Right,2,2
2,Invalid,0.446,Left,2,2
2,Valid,0.392,Right,2,1
2,Valid,0.355,Right,2,1
2,Invalid,0.402,Right,2,2
2,Invalid,0.342,Left,2,2
2,Invalid,0.379,Left,2,2
2,Valid,0.406,Left,2,1
2,Invalid,0.482,Right,2,2
2,Valid,0.357,Left,2,1
2,Invalid,0.372,Right,2,2
2,Valid,0.331,Right,2,1
2,Invalid,0.335,Left,2,2
2,Valid,0.38,Left,2,1
2,Valid,0.313,Right,2,1
2,Invalid,0.403,Right,2,2
2,Invalid,0.376,Left,2,2
2,Valid,0.375,Right,2,1
2,Invalid,0.365,Right,2,2
2,Valid,0.418,Left,2,1
2,Valid,0.331,Right,2,1
2,Valid,0.362,Left,2,1
2,Invalid,0.416,Right,2,2
2,Invalid,0.402,Right,2,2
2,Invalid,0.358,Left,2,2
2,Valid,0.453,Left,2,1
2,Invalid,0.425,Left,2,2
2,Invalid,0.412,Left,2,2
2,Valid,0.335,Right,2,1
3,Invalid,2.101,Left,2,2
3,Invalid,0.351,Right,2,2
3,Valid,0.275,Right,2,1
3,Invalid,0.344,Left,2,2
3,Valid,0.35,Right,2,1
3,Valid,0.318,Right,2,1
3,Invalid,0.287,Right,2,2
3,Invalid,0.329,Left,2,2
3,Invalid,0.327,Left,2,2
3,Invalid,0.296,Left,2,2
3,Valid,0.257,Left,2,1
3,Invalid,0.325,Right,2,2
3,Invalid,0.292,Right,2,2
3,Valid,0.332,Right,2,1
3,Valid,0.316,Left,2,1
3,Valid,0.273,Left,2,1
3,Valid,0.316,Right,2,1
3,Valid,0.243,Left,2,1
3,Invalid,0.357,Right,2,2
3,Invalid,0.297,Right,2,2
3,Valid,0.272,Left,2,1
3,Invalid,0.289,Left,2,2
3,Valid,0.36,Right,2,1
3,Valid,0.323,Left,2,1
3,Invalid,0.306,Left,2,2
3,Invalid,0.298,Right,2,2
3,Valid,0.267,Right,2,1
3,Valid,0.276,Left,2,1
3,Invalid,0.283,Right,2,2
3,Valid,0.361,Right,2,1
3,Valid,0.311,Right,2,1
3,Invalid,0.543,Left,2,2
3,Invalid,0.279,Right,2,2
3,Invalid,0.367,Right,2,2
3,Invalid,0.366,Left,2,2
3,Invalid,0.605,Left,2,2
3,Valid,0.779,Left,2,1
3,Valid,0.386,Left,2,1
3,Invalid,0.336,Right,2,2
3,Valid,0.358,Right,2,1
3,Invalid,0.322,Left,2,2
3,Valid,0.377,Right,2,1
3,Valid,0.342,Left,2,1
3,Invalid,0.318,Left,2,2
3,Valid,0.327,Left,2,1
3,Invalid,0.358,Left,2,2
3,Valid,0.358,Right,2,1
3,Valid,0.353,Left,2,1
3,Valid,0.317,Right,2,1
3,Valid,0.332,Right,2,1
3,Valid,0.314,Left,2,1
3,Invalid,0.339,Right,2,2
3,Valid,0.355,Left,2,1
3,Invalid,0.329,Left,2,2
3,Valid,0.272,Left,2,1
3,Invalid,0.386,Right,2,2
3,Valid,0.319,Right,2,1
3,Valid,0.384,Right,2,1
3,Invalid,0.31,Left,2,2
3,Invalid,0.293,Right,2,2
3,Invalid,0.292,Left,2,2
3,Invalid,0.33,Right,2,2
3,Invalid,0.368,Right,2,2
3,Invalid,0.406,Left,1,2
3,Valid,0.289,Left,2,1
3,Invalid,0.363,Left,2,2
3,Invalid,0.262,Right,2,2
3,Valid,0.286,Left,2,1
3,Invalid,0.382,Right,2,2
3,Valid,0.284,Left,2,1
3,Invalid,0.31,Left,2,2
3,Invalid,0.358,Left,2,2
3,Invalid,0.293,Right,2,2
3,Valid,0.325,Right,2,1
3,Valid,0.314,Right,2,1
3,Valid,0.347,Right,2,1
3,Valid,0.755,Right,2,1
3,Valid,0.296,Left,2,1
3,Valid,0.32,Right,2,1
3,Invalid,0.287,Right,2,2
3,Invalid,0.284,Left,2,2
3,Valid,0.31,Left,2,1
3,Invalid,0.328,Right,2,2
3,Invalid,0.277,Right,2,2
3,Invalid,0.31,Right,2,2
3,Valid,0.295,Right,2,1
3,Valid,0.289,Right,2,1
3,Valid,0.337,Left,2,1
3,Invalid,0.314,Right,2,2
3,Valid,0.338,Left,2,1
3,Valid,0.281,Right,2,1
3,Invalid,0.355,Left,2,2
3,Invalid,0.328,Left,2,2
3,Valid,0.351,Right,2,1
3,Invalid,0.319,Right,2,2
3,Invalid,0.316,Right,2,2
3,Valid,0.333,Left,2,1
3,Invalid,0.313,Left,2,2
3,Valid,0.304,Left,2,1
3,Invalid,0.289,Left,2,2
3,Valid,0.304,Left,2,1
3,Valid,0.286,Right,2,1
3,Invalid,0.414,Left,2,2
3,Invalid,0.355,Left,2,2
3,Invalid,0.33,Right,2,2
3,Invalid,0.335,Left,2,2
3,Valid,0.295,Left,2,1
3,Valid,0.293,Right,2,1
3,Valid,0.309,Left,2,1
3,Valid,0.303,Left,2,1
3,Invalid,0.332,Right,2,2
3,Invalid,0.339,Right,2,2
3,Invalid,0.339,Left,2,2
3,Valid,0.321,Left,2,1
3,Valid,0.278,Left,2,1
3,Valid,0.399,Right,2,1
3,Valid,0.365,Right,2,1
3,Valid,0.353,Right,2,1
3,Invalid,0.321,Right,2,2
3,Valid,0.322,Right,2,1
3,Invalid,0.385,Left,2,2
3,Invalid,0.284,Right,2,2
3,Invalid,0.316,Left,2,2
3,Valid,0.333,Right,2,1
3,Valid,0.299,Left,2,1
3,Invalid,0.418,Right,2,2
3,Valid,0.301,Right,2,1
3,Valid,0.327,Left,2,1
3,Valid,0.287,Left,2,1
3,Valid,0.322,Right,2,1
3,Invalid,0.344,Left,2,2
3,Invalid,0.313,Right,2,2
3,Valid,0.294,Left,2,1
3,Invalid,0.336,Right,2,2
3,Valid,0.342,Right,2,1
3,Invalid,0.268,Right,2,2
3,Invalid,0.335,Left,2,2
3,Invalid,0.284,Left,2,2
3,Invalid,0.314,Right,2,2
3,Valid,0.295,Right,2,1
3,Invalid,0.343,Left,2,2
3,Valid,0.318,Left,2,1
3,Invalid,0.334,Left,2,2
3,Invalid,0.291,Right,2,2
3,Invalid,0.357,Right,2,2
3,Invalid,0.329,Left,2,2
3,Valid,0.384,Right,2,1
3,Valid,0.628,Right,2,1
3,Valid,0.297,Left,2,1
3,Invalid,0.336,Right,2,2
3,Valid,0.349,Left,2,1
3,Invalid,0.378,Right,2,2
3,Valid,0.313,Left,2,1
3,Valid,0.334,Right,2,1
3,Invalid,0.31,Right,2,2
3,Valid,0.344,Right,2,1
3,Valid,0.336,Right,2,1
3,Invalid,0.35,Left,2,2
3,Invalid,0.342,Left,2,2
3,Valid,0.276,Left,2,1
3,Invalid,0.278,Left,2,2
3,Invalid,0.319,Left,2,2
3,Valid,0.269,Left,2,1
3,Valid,0.289,Right,2,1
3,Invalid,0.351,Left,2,2
3,Valid,0.309,Left,2,1
3,Valid,0.286,Left,2,1
3,Valid,0.256,Left,2,1
3,Invalid,0.298,Right,2,2
3,Valid,0.322,Right,2,1
3,Invalid,0.328,Left,2,2
3,Valid,0.31,Right,2,1
3,Invalid,0.335,Right,2,2
3,Invalid,0.351,Right,2,2
3,Invalid,0.267,Right,2,2
3,Invalid,0.324,Left,2,2
3,Valid,0.317,Right,2,1
3,Invalid,0.317,Left,2,2
3,Valid,0.284,Left,2,1
3,Valid,0.311,Right,2,1
3,Invalid,0.32,Left,2,2
3,Valid,0.285,Left,2,1
3,Invalid,0.397,Right,2,2
3,Valid,0.339,Right,2,1
3,Valid,0.307,Left,2,1
3,Invalid,0.355,Right,2,2
3,Valid,0.352,Left,2,1
3,Valid,0.406,Right,2,1
3,Invalid,0.859,Left,2,2
3,Valid,0.277,Left,2,1
3,Invalid,0.316,Left,2,2
3,Valid,0.333,Left,2,1
3,Invalid,0.309,Left,2,2
3,Valid,0.307,Right,2,1
3,Invalid,0.362,Left,2,2
3,Valid,0.282,Right,2,1
3,Invalid,0.296,Right,2,2
3,Valid,0.296,Right,2,1
3,Invalid,0.394,Right,2,2
3,Invalid,0.301,Right,2,2
3,Valid,0.308,Left,2,1
3,Invalid,0.357,Right,2,2
3,Invalid,0.267,Left,2,2
3,Valid,0.301,Left,2,1
3,Invalid,0.335,Left,2,2
3,Invalid,0.303,Right,2,2
3,Valid,0.317,Left,2,1
3,Invalid,0.485,Right,2,2
3,Invalid,0.428,Left,2,2
3,Valid,0.773,Right,2,1
3,Invalid,0.296,Right,2,2
3,Valid,0.288,Right,2,1
3,Valid,0.274,Right,2,1
3,Valid,0.315,Left,2,1
3,Valid,0.249,Right,2,1
3,Invalid,0.363,Left,2,2
3,Invalid,0.304,Left,2,2
3,Invalid,0.287,Right,2,2
3,Invalid,0.376,Right,2,2
3,Invalid,0.302,Left,2,2
3,Valid,0.014,Left,2,1
3,Valid,0.435,Left,2,1
3,Valid,0.319,Right,2,1
3,Invalid,0.294,Right,2,2
3,Valid,0.252,Right,2,1
3,Valid,0.504,Right,2,1
3,Invalid,0.317,Left,2,2
3,Valid,0.334,Left,2,1
3,Valid,0.323,Left,2,1
3,Valid,0.324,Left,2,1
3,Valid,0.29,Left,2,1
3,Valid,0.274,Right,2,1
3,Valid,0.413,Right,2,1
3,Invalid,0.27,Right,2,2
3,Invalid,0.359,Left,2,2
3,Invalid,0.311,Left,2,2
3,Invalid,0.302,Left,2,2
3,Invalid,0.304,Left,2,2
3,Valid,0.326,Left,2,1
3,Invalid,0.695,Right,2,2
3,Invalid,0.337,Right,2,2
3,Invalid,0.343,Right,2,2
3,Valid,0.277,Right,2,1
4,Valid,0.461,Left,2,1
4,Invalid,0.269,Right,2,2
4,Invalid,0.43,Left,2,2
4,Invalid,0.298,Left,2,2
4,Invalid,0.348,Left,2,2
4,Valid,0.546,Left,2,1
4,Valid,0.306,Left,2,1
4,Valid,0.312,Right,2,1
4,Invalid,0.238,Right,2,2
4,Valid,0.298,Right,2,1
4,Invalid,0.288,Left,2,2
4,Invalid,0.379,Right,2,2
4,Invalid,0.408,Right,2,2
4,Valid,0.321,Left,2,1
4,Valid,0.304,Right,2,1
4,Valid,0.448,Left,2,1
4,Invalid,0.379,Right,2,2
4,Valid,0.426,Right,2,1
4,Valid,0.399,Left,2,1
4,Invalid,0.381,Left,2,2
4,Valid,0.33,Right,2,1
4,Invalid,0.323,Right,2,2
4,Invalid,0.306,Left,2,2
4,Valid,0.403,Right,2,1
4,Invalid,0.361,Right,2,2
4,Invalid,0.277,Left,2,2
4,Valid,0.302,Left,2,1
4,Invalid,0.312,Left,2,2
4,Valid,0.327,Left,2,1
4,Invalid,0.404,Right,2,2
4,Valid,0.242,Left,2,1
4,Invalid,0.324,Right,2,2
4,Invalid,0.403,Left,2,2
4,Valid,0.343,Right,2,1
4,Valid,0.251,Left,2,1
4,Invalid,0.318,Right,2,2
4,Valid,0.383,Left,2,1
4,Valid,0.299,Right,2,1
4,Valid,0.321,Right,2,1
4,Invalid,0.338,Left,2,2
4,Invalid,0.32,Left,2,2
4,Invalid,0.439,Right,2,2
4,Valid,0.276,Right,2,1
4,Invalid,0.295,Left,2,2
4,Valid,0.285,Left,2,1
4,Invalid,0.366,Right,2,2
4,Invalid,0.349,Right,2,2
4,Valid,0.316,Left,2,1
4,Invalid,0.29,Right,2,2
4,Valid,0.33,Right,2,1
4,Invalid,0.331,Right,2,2
4,Valid,0.356,Left,2,1
4,Valid,0.353,Left,1,1
4,Invalid,0.367,Left,2,2
4,Valid,0.358,Right,2,1
4,Valid,0.356,Right,2,1
4,Invalid,0.404,Left,2,2
4,Invalid,0.623,Left,2,2
4,Invalid,0.298,Right,2,2
4,Invalid,0.337,Left,2,2
4,Valid,0.313,Left,2,1
4,Valid,0.271,Right,2,1
4,Valid,0.37,Right,2,1
4,Invalid,0.55,Right,2,2
4,Invalid,0.302,Left,2,2
4,Valid,0.389,Left,2,1
4,Invalid,0.336,Right,2,2
4,Invalid,0.512,Right,2,2
