Subject,Age,Handedness,Sex,Block,Trial,CellLabel,Expression,Target.ACC,Target.RT,TrialType
4,19,right,male,1,1,FRi,Fearful,1,852,Inongruent
4,19,right,male,1,2,NDl,Neutral,1,595,Direct
4,19,right,male,1,3,NRl,Neutral,1,409,Inongruent
4,19,right,male,1,4,FRi,Fearful,1,412,Inongruent
4,19,right,male,1,5,NRl,Neutral,1,408,Inongruent
4,19,right,male,1,6,NLr,Neutral,1,433,Inongruent
4,19,right,male,1,7,NRr,Neutral,1,423,Congruent
4,19,right,male,1,8,FDr,Fearful,1,405,Direct
4,19,right,male,1,9,FRc,Fearful,1,374,Congruent
4,19,right,male,1,10,FLi,Fearful,1,421,Inongruent
4,19,right,male,1,11,FLc,Fearful,1,438,Congruent
4,19,right,male,1,12,FDl,Fearful,1,513,Direct
4,19,right,male,1,13,NDr,Neutral,1,337,Direct
4,19,right,male,1,14,NLl,Neutral,1,355,Congruent
4,19,right,male,1,15,NLl,Neutral,1,417,Congruent
4,19,right,male,1,16,NLr,Neutral,1,415,Inongruent
4,19,right,male,1,17,NLr,Neutral,1,398,Inongruent
4,19,right,male,1,18,FDl,Fearful,1,381,Direct
4,19,right,male,1,19,FDr,Fearful,1,279,Direct
4,19,right,male,1,20,NRl,Neutral,1,344,Inongruent
4,19,right,male,1,21,FRc,Fearful,1,347,Congruent
4,19,right,male,1,22,NDl,Neutral,1,353,Direct
4,19,right,male,1,23,NDr,Neutral,1,288,Direct
4,19,right,male,1,24,FRc,Fearful,1,311,Congruent
4,19,right,male,1,25,NRl,Neutral,1,329,Inongruent
4,19,right,male,1,26,FLi,Fearful,1,367,Inongruent
4,19,right,male,1,27,NLr,Neutral,1,452,Inongruent
4,19,right,male,1,28,NDl,Neutral,1,309,Direct
4,19,right,male,1,29,NLl,Neutral,1,395,Congruent
4,19,right,male,1,30,FDl,Fearful,1,430,Direct
4,19,right,male,1,31,FDr,Fearful,1,418,Direct
4,19,right,male,1,32,FRc,Fearful,1,436,Congruent
4,19,right,male,1,33,FLi,Fearful,1,373,Inongruent
4,19,right,male,1,34,NLr,Neutral,1,444,Inongruent
4,19,right,male,1,35,NRl,Neutral,1,432,Inongruent
4,19,right,male,1,36,FDl,Fearful,1,427,Direct
4,19,right,male,1,37,FRc,Fearful,1,379,Congruent
4,19,right,male,1,38,NLr,Neutral,1,497,Inongruent
4,19,right,male,1,39,NDr,Neutral,1,393,Direct
4,19,right,male,1,40,FDr,Fearful,1,459,Direct
4,19,right,male,1,41,NLl,Neutral,1,452,Congruent
4,19,right,male,1,42,FRi,Fearful,1,454,Inongruent
4,19,right,male,1,43,NDl,Neutral,1,354,Direct
4,19,right,male,1,44,NDl,Neutral,1,375,Direct
4,19,right,male,1,45,NDr,Neutral,1,350,Direct
4,19,right,male,1,46,FRi,Fearful,1,395,Inongruent
4,19,right,male,1,47,NDl,Neutral,1,451,Direct
4,19,right,male,1,48,FLi,Fearful,1,395,Inongruent
4,19,right,male,1,49,NRr,Neutral,1,436,Congruent
4,19,right,male,1,50,NDr,Neutral,1,348,Direct
4,19,right,male,1,51,FDr,Fearful,1,364,Direct
4,19,right,male,1,52,FRi,Fearful,1,349,Inongruent
4,19,right,male,1,53,FLc,Fearful,1,400,Congruent
4,19,right,male,1,54,NRr,Neutral,1,322,Congruent
4,19,right,male,1,55,FDl,Fearful,1,440,Direct
4,19,right,male,1,56,NRr,Neutral,1,291,Congruent
4,19,right,male,1,57,FLc,Fearful,1,371,Congruent
4,19,right,male,1,58,NDr,Neutral,1,244,Direct
4,19,right,male,1,59,NLl,Neutral,1,314,Congruent
4,19,right,male,1,60,NLl,Neutral,1,379,Congruent
4,19,right,male,1,61,NLr,Neutral,1,318,Inongruent
4,19,right,male,1,62,FLi,Fearful,1,383,Inongruent
4,19,right,male,1,63,NDr,Neutral,1,350,Direct
4,19,right,male,1,64,FRc,Fearful,1,365,Congruent
4,19,right,male,1,65,NRl,Neutral,1,414,Inongruent
4,19,right,male,1,66,FLi,Fearful,1,377,Inongruent
4,19,right,male,1,67,NRr,Neutral,1,382,Congruent
4,19,right,male,1,68,NLr,Neutral,1,352,Inongruent
4,19,right,male,1,69,FRc,Fearful,1,397,Congruent
4,19,right,male,1,70,NRr,Neutral,1,373,Congruent
4,19,right,male,1,71,FDl,Fearful,1,449,Direct
4,19,right,male,1,72,NLl,Neutral,1,382,Congruent
4,19,right,male,1,73,FDr,Fearful,1,393,Direct
4,19,right,male,1,74,FDl,Fearful,1,373,Direct
4,19,right,male,1,75,FDr,Fearful,1,349,Direct
4,19,right,male,1,76,NRr,Neutral,1,431,Congruent
4,19,right,male,1,77,NDr,Neutral,1,470,Direct
4,19,right,male,1,78,FLc,Fearful,1,389,Congruent
4,19,right,male,1,79,NRr,Neutral,1,353,Congruent
4,19,right,male,1,80,FRi,Fearful,1,458,Inongruent
4,19,right,male,1,81,FLc,Fearful,1,420,Congruent
4,19,right,male,1,82,FLc,Fearful,1,376,Congruent
4,19,right,male,1,83,NLl,Neutral,1,361,Congruent
4,19,right,male,1,84,NRl,Neutral,1,402,Inongruent
4,19,right,male,1,85,FLc,Fearful,1,379,Congruent
4,19,right,male,1,86,FRi,Fearful,1,330,Inongruent
4,19,right,male,1,87,FDl,Fearful,1,356,Direct
4,19,right,male,1,88,FRc,Fearful,1,385,Congruent
4,19,right,male,1,89,FLi,Fearful,1,407,Inongruent
4,19,right,male,1,90,NRl,Neutral,1,423,Inongruent
4,19,right,male,1,91,FRi,Fearful,1,461,Inongruent
4,19,right,male,1,92,NDl,Neutral,1,416,Direct
4,19,right,male,1,93,FLc,Fearful,1,350,Congruent
4,19,right,male,1,94,FLi,Fearful,1,400,Inongruent
4,19,right,male,1,95,FDr,Fearful,1,467,Direct
4,19,right,male,1,96,NDl,Neutral,1,423,Direct
4,19,right,male,2,1,FRi,Fearful,1,369,Inongruent
4,19,right,male,2,2,FRc,Fearful,1,318,Congruent
4,19,right,male,2,3,NLr,Neutral,1,474,Inongruent
4,19,right,male,2,4,FDl,Fearful,1,410,Direct
4,19,right,male,2,5,NRr,Neutral,1,350,Congruent
4,19,right,male,2,6,NRr,Neutral,1,353,Congruent
4,19,right,male,2,7,NDr,Neutral,1,378,Direct
4,19,right,male,2,8,NLl,Neutral,1,395,Congruent
4,19,right,male,2,9,NDl,Neutral,1,487,Direct
4,19,right,male,2,10,FLi,Fearful,1,379,Inongruent
4,19,right,male,2,11,NDr,Neutral,1,431,Direct
4,19,right,male,2,12,FRi,Fearful,1,411,Inongruent
4,19,right,male,2,13,NRl,Neutral,1,462,Inongruent
4,19,right,male,2,14,FLc,Fearful,1,411,Congruent
4,19,right,male,2,15,NDr,Neutral,1,384,Direct
4,19,right,male,2,16,FLc,Fearful,1,435,Congruent
4,19,right,male,2,17,NRl,Neutral,1,386,Inongruent
4,19,right,male,2,18,FRc,Fearful,1,422,Congruent
4,19,right,male,2,19,FRi,Fearful,1,378,Inongruent
4,19,right,male,2,20,FRi,Fearful,1,411,Inongruent
4,19,right,male,2,21,FRc,Fearful,1,368,Congruent
4,19,right,male,2,22,FLi,Fearful,1,400,Inongruent
4,19,right,male,2,23,NLr,Neutral,1,386,Inongruent
4,19,right,male,2,24,NDl,Neutral,1,520,Direct
4,19,right,male,2,25,FLi,Fearful,1,479,Inongruent
4,19,right,male,2,26,FLc,Fearful,1,385,Congruent
4,19,right,male,2,27,NRr,Neutral,1,355,Congruent
4,19,right,male,2,28,NDr,Neutral,1,317,Direct
4,19,right,male,2,29,NLl,Neutral,1,408,Congruent
4,19,right,male,2,30,FDr,Fearful,1,986,Direct
4,19,right,male,2,31,NLr,Neutral,1,453,Inongruent
4,19,right,male,2,32,NLr,Neutral,1,405,Inongruent
4,19,right,male,2,33,FDr,Fearful,1,428,Direct
4,19,right,male,2,34,NLr,Neutral,1,318,Inongruent
4,19,right,male,2,35,FDl,Fearful,1,399,Direct
4,19,right,male,2,36,FDl,Fearful,1,428,Direct
4,19,right,male,2,37,FDr,Fearful,1,461,Direct
4,19,right,male,2,38,NRr,Neutral,1,406,Congruent
4,19,right,male,2,39,NDr,Neutral,1,335,Direct
4,19,right,male,2,40,FDl,Fearful,1,385,Direct
4,19,right,male,2,41,NLl,Neutral,1,418,Congruent
4,19,right,male,2,42,NDl,Neutral,1,404,Direct
4,19,right,male,2,43,NRl,Neutral,1,392,Inongruent
4,19,right,male,2,44,NRl,Neutral,1,453,Inongruent
4,19,right,male,2,45,NDr,Neutral,1,406,Direct
4,19,right,male,2,46,FLi,Fearful,1,429,Inongruent
4,19,right,male,2,47,NLr,Neutral,1,321,Inongruent
4,19,right,male,2,48,FLi,Fearful,1,380,Inongruent
4,19,right,male,2,49,FDr,Fearful,1,396,Direct
4,19,right,male,2,50,NLr,Neutral,1,330,Inongruent
4,19,right,male,2,51,FLi,Fearful,1,413,Inongruent
4,19,right,male,2,52,FLi,Fearful,1,278,Inongruent
4,19,right,male,2,53,FDr,Fearful,1,382,Direct
4,19,right,male,2,54,NRl,Neutral,1,370,Inongruent
4,19,right,male,2,55,FRi,Fearful,1,420,Inongruent
4,19,right,male,2,56,NLl,Neutral,1,377,Congruent
4,19,right,male,2,57,NRr,Neutral,1,364,Congruent
4,19,right,male,2,58,NDr,Neutral,1,386,Direct
4,19,right,male,2,59,NDl,Neutral,1,533,Direct
4,19,right,male,2,60,NRr,Neutral,1,364,Congruent
4,19,right,male,2,61,FRc,Fearful,1,394,Congruent
4,19,right,male,2,62,FRc,Fearful,1,362,Congruent
4,19,right,male,2,63,NDl,Neutral,1,633,Direct
4,19,right,male,2,64,FLc,Fearful,1,361,Congruent
4,19,right,male,2,65,FLc,Fearful,1,362,Congruent
4,19,right,male,2,66,NDl,Neutral,1,386,Direct
4,19,right,male,2,67,NRl,Neutral,1,427,Inongruent
4,19,right,male,2,68,FRc,Fearful,1,392,Congruent
4,19,right,male,2,69,NDl,Neutral,1,387,Direct
4,19,right,male,2,70,FLc,Fearful,1,415,Congruent
4,19,right,male,2,71,FDl,Fearful,1,397,Direct
4,19,right,male,2,72,NLl,Neutral,1,425,Congruent
4,19,right,male,2,73,FDl,Fearful,1,508,Direct
4,19,right,male,2,74,FLi,Fearful,1,483,Inongruent
4,19,right,male,2,75,NLr,Neutral,1,454,Inongruent
4,19,right,male,2,76,FLc,Fearful,1,489,Congruent
4,19,right,male,2,77,NRr,Neutral,1,350,Congruent
4,19,right,male,2,78,FDr,Fearful,1,343,Direct
4,19,right,male,2,79,NDl,Neutral,1,386,Direct
4,19,right,male,2,80,FDr,Fearful,1,433,Direct
4,19,right,male,2,81,NDr,Neutral,1,362,Direct
4,19,right,male,2,82,NLl,Neutral,1,471,Congruent
4,19,right,male,2,83,NLl,Neutral,1,413,Congruent
4,19,right,male,2,84,FDr,Fearful,1,2582,Direct
4,19,right,male,2,85,FRc,Fearful,1,355,Congruent
4,19,right,male,2,86,FRi,Fearful,1,382,Inongruent
4,19,right,male,2,87,FRi,Fearful,1,423,Inongruent
4,19,right,male,2,88,NLl,Neutral,1,488,Congruent
4,19,right,male,2,89,FDl,Fearful,1,404,Direct
4,19,right,male,2,90,FLc,Fearful,1,472,Congruent
4,19,right,male,2,91,NRr,Neutral,1,476,Congruent
4,19,right,male,2,92,FRc,Fearful,1,418,Congruent
4,19,right,male,2,93,NRl,Neutral,1,453,Inongruent
4,19,right,male,2,94,FRi,Fearful,1,413,Inongruent
4,19,right,male,2,95,FDl,Fearful,1,348,Direct
4,19,right,male,2,96,NRl,Neutral,1,382,Inongruent
4,19,right,male,3,1,FLc,Fearful,1,538,Congruent
4,19,right,male,3,2,FLc,Fearful,1,387,Congruent
4,19,right,male,3,3,FRi,Fearful,1,316,Inongruent
4,19,right,male,3,4,NDr,Neutral,1,385,Direct
4,19,right,male,3,5,FDl,Fearful,1,413,Direct
4,19,right,male,3,6,NRr,Neutral,1,378,Congruent
4,19,right,male,3,7,NDl,Neutral,1,331,Direct
4,19,right,male,3,8,NRr,Neutral,1,356,Congruent
4,19,right,male,3,9,FRc,Fearful,1,353,Congruent
4,19,right,male,3,10,NLl,Neutral,1,411,Congruent
4,19,right,male,3,11,NLr,Neutral,1,274,Inongruent
4,19,right,male,3,12,FRc,Fearful,1,262,Congruent
4,19,right,male,3,13,NLr,Neutral,1,374,Inongruent
4,19,right,male,3,14,FLi,Fearful,1,329,Inongruent
4,19,right,male,3,15,NLr,Neutral,1,382,Inongruent
4,19,right,male,3,16,NDl,Neutral,1,370,Direct
4,19,right,male,3,17,NRr,Neutral,1,346,Congruent
4,19,right,male,3,18,NDl,Neutral,1,355,Direct
4,19,right,male,3,19,NRr,Neutral,1,325,Congruent
4,19,right,male,3,20,NDr,Neutral,1,215,Direct
4,19,right,male,3,21,NLr,Neutral,1,308,Inongruent
4,19,right,male,3,22,NRr,Neutral,1,360,Congruent
4,19,right,male,3,23,FLc,Fearful,1,492,Congruent
4,19,right,male,3,24,FDl,Fearful,1,408,Direct
4,19,right,male,3,25,FRi,Fearful,1,514,Inongruent
4,19,right,male,3,26,NDr,Neutral,1,385,Direct
4,19,right,male,3,27,FRi,Fearful,1,385,Inongruent
4,19,right,male,3,28,FRi,Fearful,1,385,Inongruent
4,19,right,male,3,29,FDl,Fearful,1,366,Direct
4,19,right,male,3,30,FRi,Fearful,1,372,Inongruent
4,19,right,male,3,31,FRc,Fearful,1,399,Congruent
4,19,right,male,3,32,FDl,Fearful,1,384,Direct
4,19,right,male,3,33,FRc,Fearful,1,392,Congruent
4,19,right,male,3,34,FLc,Fearful,1,535,Congruent
4,19,right,male,3,35,FDr,Fearful,1,559,Direct
4,19,right,male,3,36,FLi,Fearful,1,382,Inongruent
4,19,right,male,3,37,NDr,Neutral,1,408,Direct
4,19,right,male,3,38,NRr,Neutral,1,383,Congruent
4,19,right,male,3,39,NLl,Neutral,1,521,Congruent
4,19,right,male,3,40,NDr,Neutral,1,351,Direct
4,19,right,male,3,41,FDr,Fearful,1,322,Direct
4,19,right,male,3,42,NRl,Neutral,1,414,Inongruent
4,19,right,male,3,43,FRc,Fearful,1,341,Congruent
4,19,right,male,3,44,NLl,Neutral,1,402,Congruent
4,19,right,male,3,45,NRr,Neutral,1,334,Congruent
4,19,right,male,3,46,FLi,Fearful,1,418,Inongruent
4,19,right,male,3,47,FDr,Fearful,1,428,Direct
4,19,right,male,3,48,FRc,Fearful,1,413,Congruent
4,19,right,male,3,49,NLl,Neutral,1,418,Congruent
4,19,right,male,3,50,FRc,Fearful,1,479,Congruent
4,19,right,male,3,51,NDr,Neutral,1,417,Direct
4,19,right,male,3,52,FDr,Fearful,1,415,Direct
4,19,right,male,3,53,NRr,Neutral,1,336,Congruent
4,19,right,male,3,54,NLl,Neutral,1,416,Congruent
4,19,right,male,3,55,NLl,Neutral,1,432,Congruent
4,19,right,male,3,56,NDl,Neutral,1,388,Direct
4,19,right,male,3,57,FRi,Fearful,1,377,Inongruent
4,19,right,male,3,58,FLc,Fearful,1,383,Congruent
4,19,right,male,3,59,NDr,Neutral,1,1021,Direct
4,19,right,male,3,60,NLr,Neutral,1,297,Inongruent
4,19,right,male,3,61,FRi,Fearful,1,485,Inongruent
4,19,right,male,3,62,NLl,Neutral,1,394,Congruent
4,19,right,male,3,63,NRl,Neutral,1,371,Inongruent
4,19,right,male,3,64,FLi,Fearful,1,347,Inongruent
4,19,right,male,3,65,FLi,Fearful,1,381,Inongruent
4,19,right,male,3,66,NDl,Neutral,1,404,Direct
4,19,right,male,3,67,NDl,Neutral,1,414,Direct
4,19,right,male,3,68,NLr,Neutral,1,597,Inongruent
4,19,right,male,3,69,FDr,Fearful,1,393,Direct
4,19,right,male,3,70,FLc,Fearful,1,414,Congruent
4,19,right,male,3,71,FDl,Fearful,1,466,Direct
4,19,right,male,3,72,NDr,Neutral,1,316,Direct
4,19,right,male,3,73,NLr,Neutral,1,362,Inongruent
4,19,right,male,3,74,FLi,Fearful,1,379,Inongruent
4,19,right,male,3,75,NDl,Neutral,1,443,Direct
4,19,right,male,3,76,NRl,Neutral,1,413,Inongruent
4,19,right,male,3,77,FRc,Fearful,1,381,Congruent
4,19,right,male,3,78,FLi,Fearful,1,340,Inongruent
4,19,right,male,3,79,FDr,Fearful,1,355,Direct
4,19,right,male,3,80,FLi,Fearful,1,353,Inongruent
4,19,right,male,3,81,NRl,Neutral,1,471,Inongruent
4,19,right,male,3,82,NLl,Neutral,1,369,Congruent
4,19,right,male,3,83,FDr,Fearful,1,333,Direct
4,19,right,male,3,84,FRi,Fearful,1,296,Inongruent
4,19,right,male,3,85,NDl,Neutral,1,461,Direct
4,19,right,male,3,86,NRl,Neutral,1,386,Inongruent
4,19,right,male,3,87,NRl,Neutral,1,476,Inongruent
4,19,right,male,3,88,FDl,Fearful,1,397,Direct
4,19,right,male,3,89,NLr,Neutral,1,466,Inongruent
4,19,right,male,3,90,NRl,Neutral,1,423,Inongruent
4,19,right,male,3,91,FDl,Fearful,1,388,Direct
4,19,right,male,3,92,NRl,Neutral,1,382,Inongruent
4,19,right,male,3,93,FLc,Fearful,1,398,Congruent
4,19,right,male,3,94,FLc,Fearful,1,466,Congruent
4,19,right,male,3,95,FDr,Fearful,1,553,Direct
4,19,right,male,3,96,FDl,Fearful,1,311,Direct
4,19,right,male,4,1,NRl,Neutral,1,373,Inongruent
4,19,right,male,4,2,FLc,Fearful,1,403,Congruent
4,19,right,male,4,3,NRl,Neutral,1,341,Inongruent
4,19,right,male,4,4,NDl,Neutral,1,512,Direct
4,19,right,male,4,5,NLr,Neutral,1,477,Inongruent
4,19,right,male,4,6,FLi,Fearful,1,471,Inongruent
4,19,right,male,4,7,NDr,Neutral,1,387,Direct
4,19,right,male,4,8,FRi,Fearful,1,388,Inongruent
4,19,right,male,4,9,NDr,Neutral,1,352,Direct
4,19,right,male,4,10,NLl,Neutral,1,325,Congruent
4,19,right,male,4,11,FLi,Fearful,1,258,Inongruent
4,19,right,male,4,12,NRl,Neutral,1,368,Inongruent
4,19,right,male,4,13,NRr,Neutral,1,304,Congruent
4,19,right,male,4,14,NDr,Neutral,1,399,Direct
4,19,right,male,4,15,FDl,Fearful,1,393,Direct
4,19,right,male,4,16,FLi,Fearful,1,438,Inongruent
4,19,right,male,4,17,NDl,Neutral,1,362,Direct
4,19,right,male,4,18,FRi,Fearful,1,398,Inongruent
4,19,right,male,4,19,NRr,Neutral,1,402,Congruent
4,19,right,male,4,20,FDr,Fearful,1,379,Direct
4,19,right,male,4,21,FLc,Fearful,1,400,Congruent
4,19,right,male,4,22,FDr,Fearful,1,405,Direct
4,19,right,male,4,23,NDl,Neutral,1,349,Direct
4,19,right,male,4,24,NLl,Neutral,1,418,Congruent
4,19,right,male,4,25,FLc,Fearful,1,363,Congruent
4,19,right,male,4,26,FRi,Fearful,1,366,Inongruent
4,19,right,male,4,27,NLr,Neutral,1,588,Inongruent
4,19,right,male,4,28,FLi,Fearful,1,377,Inongruent
4,19,right,male,4,29,NRr,Neutral,1,334,Congruent
4,19,right,male,4,30,NRr,Neutral,1,379,Congruent
4,19,right,male,4,31,NDr,Neutral,1,354,Direct
4,19,right,male,4,32,FLi,Fearful,1,359,Inongruent
4,19,right,male,4,33,FRc,Fearful,1,367,Congruent
4,19,right,male,4,34,FDl,Fearful,1,331,Direct
4,19,right,male,4,35,NLr,Neutral,1,460,Inongruent
4,19,right,male,4,36,NLl,Neutral,1,367,Congruent
4,19,right,male,4,37,FRc,Fearful,1,844,Congruent
4,19,right,male,4,38,NRl,Neutral,1,478,Inongruent
4,19,right,male,4,39,FDr,Fearful,1,289,Direct
4,19,right,male,4,40,NLl,Neutral,1,355,Congruent
4,19,right,male,4,41,FDl,Fearful,1,334,Direct
4,19,right,male,4,42,NLl,Neutral,1,350,Congruent
4,19,right,male,4,43,NRr,Neutral,1,452,Congruent
4,19,right,male,4,44,NLr,Neutral,1,313,Inongruent
4,19,right,male,4,45,NLl,Neutral,1,374,Congruent
4,19,right,male,4,46,FRc,Fearful,1,343,Congruent
4,19,right,male,4,47,NDl,Neutral,1,281,Direct
4,19,right,male,4,48,NLr,Neutral,1,406,Inongruent
4,19,right,male,4,49,FDl,Fearful,1,295,Direct
4,19,right,male,4,50,NRl,Neutral,1,392,Inongruent
4,19,right,male,4,51,NRr,Neutral,1,349,Congruent
4,19,right,male,4,52,NDr,Neutral,1,381,Direct
4,19,right,male,4,53,NRl,Neutral,1,416,Inongruent
4,19,right,male,4,54,FRc,Fearful,1,405,Congruent
4,19,right,male,4,55,NDr,Neutral,1,407,Direct
4,19,right,male,4,56,FRc,Fearful,1,303,Congruent
4,19,right,male,4,57,FLc,Fearful,1,405,Congruent
4,19,right,male,4,58,NLr,Neutral,1,431,Inongruent
4,19,right,male,4,59,FDr,Fearful,1,378,Direct
4,19,right,male,4,60,FDr,Fearful,1,297,Direct
4,19,right,male,4,61,FLc,Fearful,1,295,Congruent
4,19,right,male,4,62,NDl,Neutral,1,527,Direct
4,19,right,male,4,63,FRi,Fearful,1,503,Inongruent
4,19,right,male,4,64,FLi,Fearful,1,374,Inongruent
4,19,right,male,4,65,NLl,Neutral,1,396,Congruent
4,19,right,male,4,66,NDl,Neutral,1,384,Direct
4,19,right,male,4,67,FRi,Fearful,1,380,Inongruent
4,19,right,male,4,68,NRr,Neutral,1,427,Congruent
4,19,right,male,4,69,FDl,Fearful,1,697,Direct
4,19,right,male,4,70,NDl,Neutral,1,366,Direct
4,19,right,male,4,71,FLc,Fearful,1,411,Congruent
4,19,right,male,4,72,NRr,Neutral,1,331,Congruent
4,19,right,male,4,73,FRi,Fearful,1,255,Inongruent
4,19,right,male,4,74,FLi,Fearful,1,260,Inongruent
4,19,right,male,4,75,FRc,Fearful,1,453,Congruent
4,19,right,male,4,76,FDl,Fearful,1,269,Direct
4,19,right,male,4,77,NLr,Neutral,1,335,Inongruent
4,19,right,male,4,78,FRc,Fearful,1,384,Congruent
4,19,right,male,4,79,NRl,Neutral,1,454,Inongruent
4,19,right,male,4,80,NDl,Neutral,1,406,Direct
4,19,right,male,4,81,FDr,Fearful,1,328,Direct
4,19,right,male,4,82,NRl,Neutral,1,376,Inongruent
4,19,right,male,4,83,NDr,Neutral,1,409,Direct
4,19,right,male,4,84,FDr,Fearful,1,359,Direct
4,19,right,male,4,85,FRi,Fearful,1,409,Inongruent
4,19,right,male,4,86,NDr,Neutral,1,310,Direct
4,19,right,male,4,87,FLc,Fearful,1,368,Congruent
4,19,right,male,4,88,FRc,Fearful,1,458,Congruent
4,19,right,male,4,89,NLr,Neutral,1,404,Inongruent
4,19,right,male,4,90,FLc,Fearful,1,413,Congruent
4,19,right,male,4,91,FDl,Fearful,1,1695,Direct
4,19,right,male,4,92,NLl,Neutral,1,356,Congruent
4,19,right,male,4,93,FDr,Fearful,1,378,Direct
4,19,right,male,4,94,FLi,Fearful,1,367,Inongruent
4,19,right,male,4,95,FDl,Fearful,1,360,Direct
4,19,right,male,4,96,FRi,Fearful,1,630,Inongruent
5,20,right,male,1,1,NLr,Neutral,1,648,Inongruent
5,20,right,male,1,2,NDl,Neutral,1,434,Direct
5,20,right,male,1,3,NLl,Neutral,1,465,Congruent
5,20,right,male,1,4,NRl,Neutral,1,408,Inongruent
5,20,right,male,1,5,FLi,Fearful,1,359,Inongruent
5,20,right,male,1,6,FLi,Fearful,1,429,Inongruent
5,20,right,male,1,7,FDl,Fearful,1,369,Direct
5,20,right,male,1,8,FLc,Fearful,1,377,Congruent
5,20,right,male,1,9,FLi,Fearful,1,332,Inongruent
5,20,right,male,1,10,NLr,Neutral,1,381,Inongruent
5,20,right,male,1,11,FDl,Fearful,1,410,Direct
5,20,right,male,1,12,NLl,Neutral,1,406,Congruent
5,20,right,male,1,13,NDr,Neutral,1,381,Direct
5,20,right,male,1,14,FLc,Fearful,1,355,Congruent
5,20,right,male,1,15,FRi,Fearful,1,375,Inongruent
5,20,right,male,1,16,NLl,Neutral,1,571,Congruent
5,20,right,male,1,17,FRc,Fearful,1,449,Congruent
5,20,right,male,1,18,FDl,Fearful,1,470,Direct
5,20,right,male,1,19,NDl,Neutral,1,436,Direct
5,20,right,male,1,20,NRr,Neutral,1,420,Congruent
5,20,right,male,1,21,NDr,Neutral,1,454,Direct
5,20,right,male,1,22,FLi,Fearful,1,376,Inongruent
5,20,right,male,1,23,NDl,Neutral,1,331,Direct
5,20,right,male,1,24,NDr,Neutral,1,334,Direct
5,20,right,male,1,25,FLi,Fearful,1,356,Inongruent
5,20,right,male,1,26,NRl,Neutral,1,388,Inongruent
5,20,right,male,1,27,FDr,Fearful,1,337,Direct
5,20,right,male,1,28,FLc,Fearful,1,320,Congruent
5,20,right,male,1,29,FDl,Fearful,1,378,Direct
5,20,right,male,1,30,FDr,Fearful,1,325,Direct
5,20,right,male,1,31,NRr,Neutral,1,369,Congruent
5,20,right,male,1,32,FDr,Fearful,1,354,Direct
5,20,right,male,1,33,FLc,Fearful,1,360,Congruent
5,20,right,male,1,34,NDl,Neutral,1,352,Direct
5,20,right,male,1,35,FLi,Fearful,1,323,Inongruent
5,20,right,male,1,36,FRc,Fearful,1,371,Congruent
5,20,right,male,1,37,FDl,Fearful,1,439,Direct
5,20,right,male,1,38,NDr,Neutral,1,233,Direct
5,20,right,male,1,39,NRl,Neutral,1,363,Inongruent
5,20,right,male,1,40,FDr,Fearful,1,294,Direct
5,20,right,male,1,41,FDr,Fearful,1,380,Direct
5,20,right,male,1,42,NRl,Neutral,1,336,Inongruent
5,20,right,male,1,43,NDr,Neutral,1,364,Direct
5,20,right,male,1,44,FDr,Fearful,1,338,Direct
5,20,right,male,1,45,FRc,Fearful,1,444,Congruent
5,20,right,male,1,46,NRl,Neutral,1,244,Inongruent
5,20,right,male,1,47,FLc,Fearful,1,385,Congruent
5,20,right,male,1,48,NRr,Neutral,1,359,Congruent
5,20,right,male,1,49,NDr,Neutral,1,358,Direct
5,20,right,male,1,50,NDl,Neutral,1,259,Direct
5,20,right,male,1,51,NDr,Neutral,1,342,Direct
5,20,right,male,1,52,NDr,Neutral,1,288,Direct
5,20,right,male,1,53,FRc,Fearful,1,352,Congruent
5,20,right,male,1,54,NRr,Neutral,1,338,Congruent
5,20,right,male,1,55,FRc,Fearful,1,367,Congruent
5,20,right,male,1,56,NLl,Neutral,1,403,Congruent
5,20,right,male,1,57,FRi,Fearful,1,344,Inongruent
5,20,right,male,1,58,FRi,Fearful,1,329,Inongruent
5,20,right,male,1,59,NRr,Neutral,1,351,Congruent
5,20,right,male,1,60,FLi,Fearful,1,381,Inongruent
5,20,right,male,1,61,FRi,Fearful,1,267,Inongruent
5,20,right,male,1,62,FDl,Fearful,1,339,Direct
5,20,right,male,1,63,FDl,Fearful,1,344,Direct
5,20,right,male,1,64,NRl,Neutral,1,332,Inongruent
5,20,right,male,1,65,NRr,Neutral,1,328,Congruent
5,20,right,male,1,66,NDl,Neutral,1,286,Direct
5,20,right,male,1,67,NRl,Neutral,1,356,Inongruent
5,20,right,male,1,68,NLr,Neutral,1,278,Inongruent
5,20,right,male,1,69,FRi,Fearful,1,369,Inongruent
5,20,right,male,1,70,FDl,Fearful,1,340,Direct
5,20,right,male,1,71,NLl,Neutral,1,373,Congruent
5,20,right,male,1,72,NDl,Neutral,1,368,Direct
5,20,right,male,1,73,FRc,Fearful,1,355,Congruent
5,20,right,male,1,74,FRi,Fearful,1,411,Inongruent
5,20,right,male,1,75,FLc,Fearful,1,376,Congruent
5,20,right,male,1,76,NRl,Neutral,1,334,Inongruent
5,20,right,male,1,77,NLl,Neutral,1,348,Congruent
5,20,right,male,1,78,NDl,Neutral,1,332,Direct
5,20,right,male,1,79,NLr,Neutral,1,365,Inongruent
5,20,right,male,1,80,NRr,Neutral,1,392,Congruent
5,20,right,male,1,81,NLl,Neutral,1,367,Congruent
