ParticipantID,ParticipantAge,ParticipantSex,ParticipantHandedness,Block,Trial,Validity,CueType,CueDirection,SOA,TargetPosition,CorrectResponse,ParticipantResponse,Accuracy,ReactionTime
1,20,female,right,Prac,1,Valid,Face,Right,500,Right,p,p,1,601
1,20,female,right,Prac,2,Invalid,Face,Left,750,Right,p,p,1,461
1,20,female,right,Prac,3,Valid,Face,Left,1000,Left,q,q,1,324
1,20,female,right,Prac,4,Valid,Arrow,Left,1000,Left,q,q,1,345
1,20,female,right,Prac,5,Invalid,Arrow,Right,750,Left,q,q,1,423
1,20,female,right,Prac,6,Invalid,Arrow,Left,300,Right,p,p,1,412
1,20,female,right,Prac,7,Valid,Line,Right,1000,Right,p,p,1,302
1,20,female,right,Prac,8,Invalid,Line,Left,500,Right,p,p,1,399
1,20,female,right,Prac,9,Invalid,Line,Right,750,Left,q,q,1,315
1,20,female,right,Main,1,Invalid,Face,Right,300,Left,q,q,1,320
1,20,female,right,Main,2,Invalid,Face,Right,150,Left,q,q,1,446
1,20,female,right,Main,3,Valid,Face,Right,150,Right,p,p,1,302
1,20,female,right,Main,4,Invalid,Face,Left,1000,Right,p,p,1,283
1,20,female,right,Main,5,Invalid,Face,Left,750,Right,p,p,1,298
1,20,female,right,Main,6,Valid,Face,Left,750,Left,q,q,1,280
1,20,female,right,Main,7,Valid,Face,Left,1000,Left,q,q,1,325
1,20,female,right,Main,8,Invalid,Face,Right,750,Left,q,q,1,323
1,20,female,right,Main,9,Valid,Face,Left,150,Left,q,q,1,336
1,20,female,right,Main,10,Valid,Face,Right,1000,Right,p,p,1,221
1,20,female,right,Main,11,Valid,Face,Left,300,Left,q,q,1,265
1,20,female,right,Main,12,Valid,Face,Right,500,Right,p,p,1,252
1,20,female,right,Main,13,Valid,Face,Right,300,Right,p,q,0,400
1,20,female,right,Main,14,Invalid,Face,Left,500,Right,p,p,1,356
1,20,female,right,Main,15,Invalid,Face,Left,150,Right,p,p,1,337
1,20,female,right,Main,16,Invalid,Face,Right,500,Left,q,q,1,337
1,20,female,right,Main,17,Invalid,Face,Left,300,Right,p,p,1,361
1,20,female,right,Main,18,Invalid,Face,Right,1000,Left,q,q,1,251
1,20,female,right,Main,19,Valid,Face,Left,500,Left,q,q,1,399
1,20,female,right,Main,20,Valid,Face,Right,750,Right,p,p,1,235
1,20,female,right,Main,21,Valid,Face,Left,750,Left,q,q,1,245
1,20,female,right,Main,22,Valid,Face,Right,1000,Right,p,p,1,285
1,20,female,right,Main,23,Invalid,Face,Left,500,Right,p,p,1,303
1,20,female,right,Main,24,Valid,Face,Right,300,Right,p,p,1,297
1,20,female,right,Main,25,Invalid,Face,Left,750,Right,p,p,1,320
1,20,female,right,Main,26,Invalid,Face,Right,500,Left,q,q,1,289
1,20,female,right,Main,27,Invalid,Face,Left,150,Right,p,p,1,273
1,20,female,right,Main,28,Valid,Face,Left,300,Left,q,q,1,284
1,20,female,right,Main,29,Invalid,Face,Left,1000,Right,p,p,1,274
1,20,female,right,Main,30,Valid,Face,Right,750,Right,p,p,1,251
1,20,female,right,Main,31,Valid,Face,Left,1000,Left,q,q,1,259
1,20,female,right,Main,32,Valid,Face,Left,150,Left,q,q,1,538
1,20,female,right,Main,33,Invalid,Face,Right,1000,Left,q,q,1,295
1,20,female,right,Main,34,Invalid,Face,Right,750,Left,q,q,1,358
1,20,female,right,Main,35,Valid,Face,Right,500,Right,p,p,1,397
1,20,female,right,Main,36,Valid,Face,Left,500,Left,q,q,1,266
1,20,female,right,Main,37,Valid,Face,Right,150,Right,p,p,1,379
1,20,female,right,Main,38,Invalid,Face,Right,300,Left,q,q,1,353
1,20,female,right,Main,39,Invalid,Face,Left,300,Right,p,p,1,249
1,20,female,right,Main,40,Invalid,Face,Right,150,Left,q,q,1,306
1,20,female,right,Main,41,Valid,Face,Right,750,Right,p,p,1,241
1,20,female,right,Main,42,Valid,Face,Left,1000,Left,q,q,1,249
1,20,female,right,Main,43,Invalid,Face,Left,300,Right,p,p,1,357
1,20,female,right,Main,44,Invalid,Face,Left,750,Right,p,p,1,282
1,20,female,right,Main,45,Valid,Face,Right,300,Right,p,p,1,373
1,20,female,right,Main,46,Valid,Face,Left,750,Left,q,q,1,266
1,20,female,right,Main,47,Invalid,Face,Right,300,Left,q,q,1,453
1,20,female,right,Main,48,Invalid,Face,Left,500,Right,p,p,1,80
1,20,female,right,Main,49,Invalid,Face,Left,150,Right,p,p,1,296
1,20,female,right,Main,50,Valid,Face,Left,150,Left,q,q,1,248
1,20,female,right,Main,51,Valid,Face,Left,300,Left,q,q,1,348
1,20,female,right,Main,52,Invalid,Face,Right,150,Left,q,q,1,361
1,20,female,right,Main,53,Invalid,Face,Left,1000,Right,p,p,1,261
1,20,female,right,Main,54,Valid,Face,Right,150,Right,p,p,1,342
1,20,female,right,Main,55,Invalid,Face,Right,500,Left,q,q,1,294
1,20,female,right,Main,56,Invalid,Face,Right,750,Left,q,q,1,270
1,20,female,right,Main,57,Invalid,Face,Right,1000,Left,q,q,1,309
1,20,female,right,Main,58,Valid,Face,Left,500,Left,q,q,1,335
1,20,female,right,Main,59,Valid,Face,Right,1000,Right,p,p,1,275
1,20,female,right,Main,60,Valid,Face,Right,500,Right,p,p,1,262
1,20,female,right,Main,61,Invalid,Face,Left,150,Right,p,p,1,359
1,20,female,right,Main,62,Valid,Face,Right,1000,Right,p,p,1,387
1,20,female,right,Main,63,Valid,Face,Left,1000,Left,q,q,1,205
1,20,female,right,Main,64,Invalid,Face,Right,300,Left,q,q,1,451
1,20,female,right,Main,65,Valid,Face,Left,500,Left,q,q,1,358
1,20,female,right,Main,66,Valid,Face,Left,300,Left,q,q,1,366
1,20,female,right,Main,67,Invalid,Face,Left,1000,Right,p,p,1,305
1,20,female,right,Main,68,Valid,Face,Right,150,Right,p,p,1,344
1,20,female,right,Main,69,Invalid,Face,Right,750,Left,q,q,1,303
1,20,female,right,Main,70,Invalid,Face,Left,750,Right,p,p,1,286
1,20,female,right,Main,71,Invalid,Face,Left,300,Right,p,p,1,360
1,20,female,right,Main,72,Valid,Face,Right,500,Right,p,p,1,288
1,20,female,right,Main,73,Valid,Face,Right,750,Right,p,p,1,271
1,20,female,right,Main,74,Valid,Face,Right,300,Right,p,p,1,306
1,20,female,right,Main,75,Valid,Face,Left,750,Left,q,q,1,330
1,20,female,right,Main,76,Invalid,Face,Right,500,Left,q,p,0,386
1,20,female,right,Main,77,Invalid,Face,Right,1000,Left,q,q,1,644
1,20,female,right,Main,78,Invalid,Face,Left,500,Right,p,p,1,305
1,20,female,right,Main,79,Valid,Face,Left,150,Left,q,q,1,312
1,20,female,right,Main,80,Invalid,Face,Right,150,Left,q,p,0,335
1,20,female,right,Main,81,Valid,Face,Left,150,Left,q,q,1,423
1,20,female,right,Main,82,Valid,Face,Right,500,Right,p,p,1,356
1,20,female,right,Main,83,Valid,Face,Right,150,Right,p,p,1,281
1,20,female,right,Main,84,Invalid,Face,Right,300,Left,q,q,1,307
1,20,female,right,Main,85,Invalid,Face,Left,1000,Right,p,p,1,289
1,20,female,right,Main,86,Invalid,Face,Right,1000,Left,q,q,1,352
1,20,female,right,Main,87,Invalid,Face,Right,500,Left,q,q,1,455
1,20,female,right,Main,88,Valid,Face,Right,300,Right,p,p,1,339
1,20,female,right,Main,89,Valid,Face,Left,300,Left,q,q,1,339
1,20,female,right,Main,90,Valid,Face,Right,1000,Right,p,p,1,271
1,20,female,right,Main,91,Invalid,Face,Right,150,Left,q,q,1,312
1,20,female,right,Main,92,Valid,Face,Left,1000,Left,q,q,1,374
1,20,female,right,Main,93,Invalid,Face,Right,750,Left,q,q,1,339
1,20,female,right,Main,94,Invalid,Face,Left,750,Right,p,p,1,321
1,20,female,right,Main,95,Valid,Face,Right,750,Right,p,p,1,288
1,20,female,right,Main,96,Invalid,Face,Left,300,Right,p,p,1,346
1,20,female,right,Main,97,Valid,Face,Left,500,Left,q,q,1,330
1,20,female,right,Main,98,Valid,Face,Left,750,Left,q,q,1,321
1,20,female,right,Main,99,Invalid,Face,Left,500,Right,p,p,1,312
1,20,female,right,Main,100,Invalid,Face,Left,150,Right,p,p,1,503
1,20,female,right,Main,101,Invalid,Face,Right,150,Left,q,q,1,319
1,20,female,right,Main,102,Valid,Face,Left,750,Left,q,q,1,350
1,20,female,right,Main,103,Valid,Face,Left,1000,Left,q,q,1,321
1,20,female,right,Main,104,Valid,Face,Right,1000,Right,p,p,1,390
1,20,female,right,Main,105,Invalid,Face,Left,1000,Right,p,p,1,337
1,20,female,right,Main,106,Invalid,Face,Left,500,Right,p,p,1,393
1,20,female,right,Main,107,Invalid,Face,Right,500,Left,q,q,1,535
1,20,female,right,Main,108,Invalid,Face,Left,150,Right,p,p,1,533
1,20,female,right,Main,109,Invalid,Face,Right,750,Left,q,q,1,316
1,20,female,right,Main,110,Invalid,Face,Right,1000,Left,q,q,1,433
1,20,female,right,Main,111,Valid,Face,Right,150,Right,p,p,1,331
1,20,female,right,Main,112,Valid,Face,Right,750,Right,p,p,1,305
1,20,female,right,Main,113,Valid,Face,Left,150,Left,q,q,1,305
1,20,female,right,Main,114,Valid,Face,Left,300,Left,q,q,1,378
1,20,female,right,Main,115,Valid,Face,Left,500,Left,q,q,1,321
1,20,female,right,Main,116,Invalid,Face,Left,300,Right,p,p,1,322
1,20,female,right,Main,117,Invalid,Face,Right,300,Left,q,q,1,323
1,20,female,right,Main,118,Valid,Face,Right,500,Right,p,p,1,284
1,20,female,right,Main,119,Valid,Face,Right,300,Right,p,p,1,310
1,20,female,right,Main,120,Invalid,Face,Left,750,Right,p,p,1,318
1,20,female,right,Main,121,Valid,Face,Left,300,Left,q,q,1,358
1,20,female,right,Main,122,Invalid,Face,Left,500,Right,p,p,1,310
1,20,female,right,Main,123,Invalid,Face,Right,150,Left,q,q,1,309
1,20,female,right,Main,124,Valid,Face,Right,1000,Right,p,p,1,299
1,20,female,right,Main,125,Invalid,Face,Right,1000,Left,q,q,1,377
1,20,female,right,Main,126,Invalid,Face,Left,1000,Right,p,p,1,316
1,20,female,right,Main,127,Invalid,Face,Left,750,Right,p,p,1,379
1,20,female,right,Main,128,Invalid,Face,Left,300,Right,p,p,1,545
1,20,female,right,Main,129,Valid,Face,Right,150,Right,p,p,1,296
1,20,female,right,Main,130,Invalid,Face,Right,300,Left,q,q,1,418
1,20,female,right,Main,131,Invalid,Face,Left,150,Right,p,p,1,341
1,20,female,right,Main,132,Valid,Face,Right,750,Right,p,p,1,267
1,20,female,right,Main,133,Valid,Face,Left,750,Left,q,q,1,316
1,20,female,right,Main,134,Valid,Face,Left,1000,Left,q,q,1,857
1,20,female,right,Main,135,Valid,Face,Left,150,Left,q,q,1,498
1,20,female,right,Main,136,Valid,Face,Left,500,Left,q,q,1,300
1,20,female,right,Main,137,Invalid,Face,Right,750,Left,q,q,1,348
1,20,female,right,Main,138,Valid,Face,Right,300,Right,p,p,1,491
1,20,female,right,Main,139,Valid,Face,Right,500,Right,p,p,1,500
1,20,female,right,Main,140,Invalid,Face,Right,500,Left,q,q,1,342
1,20,female,right,Main,141,Invalid,Face,Left,750,Right,p,p,1,348
1,20,female,right,Main,142,Valid,Face,Right,500,Right,p,p,1,308
1,20,female,right,Main,143,Invalid,Face,Right,1000,Left,q,q,1,338
1,20,female,right,Main,144,Valid,Face,Left,500,Left,q,q,1,338
1,20,female,right,Main,145,Invalid,Face,Right,300,Left,q,q,1,362
1,20,female,right,Main,146,Valid,Face,Left,150,Left,q,q,1,359
1,20,female,right,Main,147,Valid,Face,Right,150,Right,p,p,1,389
1,20,female,right,Main,148,Invalid,Face,Right,150,Left,q,q,1,489
1,20,female,right,Main,149,Invalid,Face,Left,150,Right,p,p,1,385
1,20,female,right,Main,150,Invalid,Face,Left,300,Right,p,p,1,359
1,20,female,right,Main,151,Valid,Face,Left,1000,Left,q,q,1,539
1,20,female,right,Main,152,Valid,Face,Right,1000,Right,p,p,1,335
1,20,female,right,Main,153,Invalid,Face,Left,1000,Right,p,p,1,476
1,20,female,right,Main,154,Valid,Face,Left,750,Left,q,q,1,365
1,20,female,right,Main,155,Invalid,Face,Right,750,Left,q,q,1,490
1,20,female,right,Main,156,Valid,Face,Left,300,Left,q,q,1,420
1,20,female,right,Main,157,Valid,Face,Right,300,Right,p,p,1,265
1,20,female,right,Main,158,Valid,Face,Right,750,Right,p,p,1,274
1,20,female,right,Main,159,Invalid,Face,Left,500,Right,p,p,1,293
1,20,female,right,Main,160,Invalid,Face,Right,500,Left,q,q,1,343
1,20,female,right,Main,161,Valid,Face,Left,300,Left,q,q,1,417
1,20,female,right,Main,162,Invalid,Face,Left,150,Right,p,p,1,380
1,20,female,right,Main,163,Valid,Face,Left,750,Left,q,q,1,232
1,20,female,right,Main,164,Invalid,Face,Right,150,Left,q,q,1,426
1,20,female,right,Main,165,Valid,Face,Right,150,Right,p,p,1,301
1,20,female,right,Main,166,Invalid,Face,Left,750,Right,p,p,1,333
1,20,female,right,Main,167,Valid,Face,Left,500,Left,q,q,1,245
1,20,female,right,Main,168,Valid,Face,Right,300,Right,p,p,1,321
1,20,female,right,Main,169,Invalid,Face,Right,750,Left,q,q,1,304
1,20,female,right,Main,170,Invalid,Face,Left,500,Right,p,p,1,242
1,20,female,right,Main,171,Valid,Face,Left,150,Left,q,q,1,268
1,20,female,right,Main,172,Valid,Face,Right,1000,Right,p,p,1,267
1,20,female,right,Main,173,Invalid,Face,Right,1000,Left,q,q,1,258
1,20,female,right,Main,174,Valid,Face,Right,500,Right,p,p,1,165
1,20,female,right,Main,175,Invalid,Face,Right,500,Left,q,q,1,316
1,20,female,right,Main,176,Invalid,Face,Right,300,Left,q,q,1,333
1,20,female,right,Main,177,Valid,Face,Right,750,Right,p,p,1,227
1,20,female,right,Main,178,Invalid,Face,Left,1000,Right,p,p,1,308
1,20,female,right,Main,179,Invalid,Face,Left,300,Right,p,p,1,374
1,20,female,right,Main,180,Valid,Face,Left,1000,Left,q,q,1,289
1,20,female,right,Main,181,Valid,Face,Right,150,Right,p,p,1,289
1,20,female,right,Main,182,Valid,Face,Right,750,Right,p,q,0,297
1,20,female,right,Main,183,Valid,Face,Left,500,Left,q,q,1,323
1,20,female,right,Main,184,Invalid,Face,Right,750,Left,q,q,1,362
1,20,female,right,Main,185,Valid,Face,Right,500,Right,p,p,1,281
1,20,female,right,Main,186,Valid,Face,Left,750,Left,q,q,1,313
1,20,female,right,Main,187,Valid,Face,Left,1000,Left,q,q,1,358
1,20,female,right,Main,188,Valid,Face,Left,150,Left,q,q,1,396
1,20,female,right,Main,189,Invalid,Face,Left,1000,Right,p,p,1,318
1,20,female,right,Main,190,Invalid,Face,Right,1000,Left,q,q,1,355
1,20,female,right,Main,191,Invalid,Face,Left,300,Right,p,p,1,347
1,20,female,right,Main,192,Invalid,Face,Right,500,Left,q,q,1,274
1,20,female,right,Main,193,Valid,Face,Right,300,Right,p,p,1,285
1,20,female,right,Main,194,Invalid,Face,Right,300,Left,q,q,1,311
1,20,female,right,Main,195,Invalid,Face,Left,750,Right,p,p,1,255
1,20,female,right,Main,196,Valid,Face,Right,1000,Right,p,p,1,319
1,20,female,right,Main,197,Invalid,Face,Left,150,Right,p,p,1,437
1,20,female,right,Main,198,Invalid,Face,Left,500,Right,p,p,1,330
1,20,female,right,Main,199,Invalid,Face,Right,150,Left,q,q,1,392
1,20,female,right,Main,200,Valid,Face,Left,300,Left,q,q,1,349
1,20,female,right,Main,201,Valid,Face,Left,500,Left,q,q,1,284
1,20,female,right,Main,202,Valid,Face,Right,500,Right,p,p,1,351
1,20,female,right,Main,203,Invalid,Face,Right,750,Left,q,q,1,548
1,20,female,right,Main,204,Invalid,Face,Left,750,Right,p,p,1,298
1,20,female,right,Main,205,Invalid,Face,Left,300,Right,p,p,1,347
1,20,female,right,Main,206,Invalid,Face,Left,500,Right,p,p,1,339
1,20,female,right,Main,207,Valid,Face,Left,750,Left,q,q,1,305
1,20,female,right,Main,208,Valid,Face,Right,150,Right,p,p,1,305
1,20,female,right,Main,209,Valid,Face,Left,1000,Left,q,q,1,550
1,20,female,right,Main,210,Invalid,Face,Left,150,Right,p,p,1,428
1,20,female,right,Main,211,Invalid,Face,Left,1000,Right,p,p,1,317
1,20,female,right,Main,212,Valid,Face,Left,300,Left,q,q,1,318
1,20,female,right,Main,213,Invalid,Face,Right,500,Left,q,q,1,439
1,20,female,right,Main,214,Valid,Face,Right,300,Right,p,p,1,243
1,20,female,right,Main,215,Invalid,Face,Right,1000,Left,q,q,1,299
1,20,female,right,Main,216,Invalid,Face,Right,150,Left,q,q,1,443
1,20,female,right,Main,217,Valid,Face,Left,150,Left,q,q,1,365
1,20,female,right,Main,218,Valid,Face,Right,1000,Right,p,p,1,288
1,20,female,right,Main,219,Valid,Face,Right,750,Right,p,p,1,288
1,20,female,right,Main,220,Invalid,Face,Right,300,Left,q,q,1,274
1,20,female,right,Main,221,Valid,Face,Right,750,Right,p,p,1,227
1,20,female,right,Main,222,Invalid,Face,Right,150,Left,q,q,1,334
1,20,female,right,Main,223,Invalid,Face,Left,1000,Right,p,p,1,290
1,20,female,right,Main,224,Valid,Face,Left,150,Left,q,q,1,258
1,20,female,right,Main,225,Invalid,Face,Left,500,Right,p,p,1,246
1,20,female,right,Main,226,Valid,Face,Right,300,Right,p,p,1,265
1,20,female,right,Main,227,Valid,Face,Left,300,Left,q,q,1,236
1,20,female,right,Main,228,Valid,Face,Left,500,Left,q,q,1,448
1,20,female,right,Main,229,Valid,Face,Left,750,Left,q,q,1,338
1,20,female,right,Main,230,Valid,Face,Right,1000,Right,p,p,1,294
1,20,female,right,Main,231,Invalid,Face,Right,500,Left,q,q,1,385
1,20,female,right,Main,232,Valid,Face,Right,150,Right,p,p,1,301
1,20,female,right,Main,233,Invalid,Face,Left,300,Right,p,p,1,390
1,20,female,right,Main,234,Invalid,Face,Right,1000,Left,q,q,1,321
1,20,female,right,Main,235,Invalid,Face,Right,750,Left,q,q,1,568
1,20,female,right,Main,236,Invalid,Face,Left,150,Right,p,p,1,461
1,20,female,right,Main,237,Invalid,Face,Right,300,Left,q,q,1,296
1,20,female,right,Main,238,Invalid,Face,Left,750,Right,p,p,1,352
1,20,female,right,Main,239,Valid,Face,Right,500,Right,p,p,1,359
1,20,female,right,Main,240,Valid,Face,Left,1000,Left,q,q,1,354
1,20,female,right,Main,1,Invalid,Line,Right,500,Left,q,q,1,1366
1,20,female,right,Main,2,Invalid,Line,Left,1000,Right,p,p,1,402
1,20,female,right,Main,3,Valid,Line,Left,750,Left,q,q,1,341
1,20,female,right,Main,4,Invalid,Line,Left,300,Right,p,p,1,317
1,20,female,right,Main,5,Valid,Line,Left,500,Left,q,q,1,382
1,20,female,right,Main,6,Invalid,Line,Right,150,Left,q,p,0,170
1,20,female,right,Main,7,Valid,Line,Right,750,Right,p,p,1,367
1,20,female,right,Main,8,Valid,Line,Right,500,Right,p,p,1,334
1,20,female,right,Main,9,Invalid,Line,Right,300,Left,q,q,1,390
1,20,female,right,Main,10,Invalid,Line,Right,750,Left,q,q,1,387
1,20,female,right,Main,11,Invalid,Line,Left,500,Right,p,p,1,265
1,20,female,right,Main,12,Valid,Line,Right,150,Right,p,p,1,370
1,20,female,right,Main,13,Invalid,Line,Left,150,Right,p,p,1,358
1,20,female,right,Main,14,Valid,Line,Left,300,Left,q,q,1,390
1,20,female,right,Main,15,Valid,Line,Left,150,Left,q,q,1,386
1,20,female,right,Main,16,Valid,Line,Right,1000,Right,p,p,1,260
1,20,female,right,Main,17,Valid,Line,Left,1000,Left,q,q,1,364
1,20,female,right,Main,18,Invalid,Line,Right,1000,Left,q,q,1,415
1,20,female,right,Main,19,Valid,Line,Right,300,Right,p,p,1,348
1,20,female,right,Main,20,Invalid,Line,Left,750,Right,p,p,1,346
1,20,female,right,Main,21,Valid,Line,Right,1000,Right,p,p,1,310
1,20,female,right,Main,22,Valid,Line,Right,500,Right,p,p,1,280
1,20,female,right,Main,23,Valid,Line,Left,750,Left,q,q,1,337
1,20,female,right,Main,24,Invalid,Line,Right,1000,Left,q,q,1,317
1,20,female,right,Main,25,Invalid,Line,Left,750,Right,p,p,1,276
1,20,female,right,Main,26,Invalid,Line,Left,1000,Right,p,p,1,259
1,20,female,right,Main,27,Valid,Line,Right,300,Right,p,p,1,342
1,20,female,right,Main,28,Valid,Line,Left,150,Left,q,q,1,357
1,20,female,right,Main,29,Valid,Line,Left,300,Left,q,q,1,364
1,20,female,right,Main,30,Invalid,Line,Right,150,Left,q,q,1,408
1,20,female,right,Main,31,Invalid,Line,Right,750,Left,q,q,1,331
1,20,female,right,Main,32,Valid,Line,Left,1000,Left,q,q,1,368
1,20,female,right,Main,33,Invalid,Line,Right,500,Left,q,q,1,367
1,20,female,right,Main,34,Invalid,Line,Left,300,Right,p,p,1,422
1,20,female,right,Main,35,Invalid,Line,Left,150,Right,p,p,1,392
1,20,female,right,Main,36,Valid,Line,Left,500,Left,q,q,1,335
1,20,female,right,Main,37,Valid,Line,Right,750,Right,p,p,1,317
1,20,female,right,Main,38,Invalid,Line,Right,300,Left,q,q,1,446
1,20,female,right,Main,39,Invalid,Line,Left,500,Right,p,p,1,274
1,20,female,right,Main,40,Valid,Line,Right,150,Right,p,p,1,315
1,20,female,right,Main,41,Valid,Line,Left,150,Left,q,q,1,369
1,20,female,right,Main,42,Valid,Line,Right,150,Right,p,p,1,262
1,20,female,right,Main,43,Invalid,Line,Left,500,Right,p,p,1,258
1,20,female,right,Main,44,Invalid,Line,Right,150,Left,q,q,1,363
1,20,female,right,Main,45,Valid,Line,Left,300,Left,q,q,1,330
1,20,female,right,Main,46,Invalid,Line,Right,500,Left,q,q,1,354
1,20,female,right,Main,47,Invalid,Line,Right,750,Left,q,q,1,328
1,20,female,right,Main,48,Valid,Line,Right,750,Right,p,p,1,327
1,20,female,right,Main,49,Invalid,Line,Right,300,Left,q,q,1,376
1,20,female,right,Main,50,Valid,Line,Right,500,Right,p,p,1,271
1,20,female,right,Main,51,Invalid,Line,Left,300,Right,p,p,1,345
1,20,female,right,Main,52,Invalid,Line,Left,150,Right,p,p,1,343
1,20,female,right,Main,53,Invalid,Line,Right,1000,Left,q,q,1,308
1,20,female,right,Main,54,Valid,Line,Left,750,Left,q,q,1,451
1,20,female,right,Main,55,Invalid,Line,Left,1000,Right,p,p,1,387
1,20,female,right,Main,56,Invalid,Line,Left,750,Right,p,p,1,320
1,20,female,right,Main,57,Valid,Line,Right,300,Right,p,p,1,544
1,20,female,right,Main,58,Valid,Line,Left,1000,Left,q,q,1,285
1,20,female,right,Main,59,Valid,Line,Left,500,Left,q,p,0,407
1,20,female,right,Main,60,Valid,Line,Right,1000,Right,p,p,1,289
1,20,female,right,Main,61,Invalid,Line,Left,150,Right,p,p,1,393
1,20,female,right,Main,62,Valid,Line,Right,750,Right,p,p,1,341
1,20,female,right,Main,63,Valid,Line,Right,500,Right,p,p,1,405
1,20,female,right,Main,64,Valid,Line,Left,150,Left,q,q,1,281
1,20,female,right,Main,65,Valid,Line,Left,300,Left,q,q,1,291
1,20,female,right,Main,66,Invalid,Line,Right,300,Left,q,q,1,373
1,20,female,right,Main,67,Valid,Line,Left,1000,Left,q,q,1,304
1,20,female,right,Main,68,Invalid,Line,Right,500,Left,q,q,1,394
1,20,female,right,Main,69,Invalid,Line,Right,150,Left,q,q,1,406
1,20,female,right,Main,70,Valid,Line,Right,1000,Right,p,p,1,328
1,20,female,right,Main,71,Invalid,Line,Right,1000,Left,q,q,1,292
1,20,female,right,Main,72,Invalid,Line,Left,1000,Right,p,p,1,306
1,20,female,right,Main,73,Invalid,Line,Right,750,Left,q,q,1,258
1,20,female,right,Main,74,Valid,Line,Left,500,Left,q,q,1,293
1,20,female,right,Main,75,Invalid,Line,Left,300,Right,p,p,1,367
1,20,female,right,Main,76,Valid,Line,Right,300,Right,p,p,1,262
1,20,female,right,Main,77,Invalid,Line,Left,750,Right,p,p,1,312
1,20,female,right,Main,78,Invalid,Line,Left,500,Right,p,p,1,289
1,20,female,right,Main,79,Valid,Line,Right,150,Right,p,p,1,313
1,20,female,right,Main,80,Valid,Line,Left,750,Left,q,q,1,320
1,20,female,right,Main,81,Valid,Line,Left,1000,Left,q,q,1,514
1,20,female,right,Main,82,Valid,Line,Right,750,Right,p,p,1,353
1,20,female,right,Main,83,Invalid,Line,Left,300,Right,p,p,1,456
1,20,female,right,Main,84,Valid,Line,Left,300,Left,q,q,1,484
1,20,female,right,Main,85,Invalid,Line,Right,1000,Left,q,q,1,442
1,20,female,right,Main,86,Valid,Line,Left,500,Left,q,q,1,334
1,20,female,right,Main,87,Invalid,Line,Left,750,Right,p,p,1,212
1,20,female,right,Main,88,Valid,Line,Right,300,Right,p,p,1,346
1,20,female,right,Main,89,Valid,Line,Right,1000,Right,p,p,1,230
1,20,female,right,Main,90,Valid,Line,Left,750,Left,q,q,1,304
1,20,female,right,Main,91,Invalid,Line,Left,150,Right,p,p,1,344
1,20,female,right,Main,92,Valid,Line,Right,500,Right,p,p,1,264
1,20,female,right,Main,93,Invalid,Line,Right,150,Left,q,q,1,417
1,20,female,right,Main,94,Invalid,Line,Right,300,Left,q,q,1,390
1,20,female,right,Main,95,Valid,Line,Right,150,Right,p,p,1,306
1,20,female,right,Main,96,Invalid,Line,Left,1000,Right,p,p,1,287
1,20,female,right,Main,97,Valid,Line,Left,150,Left,q,q,1,367
1,20,female,right,Main,98,Invalid,Line,Right,750,Left,q,p,0,52
1,20,female,right,Main,99,Invalid,Line,Left,500,Right,p,p,1,280
1,20,female,right,Main,100,Invalid,Line,Right,500,Left,q,q,1,425
1,20,female,right,Main,101,Valid,Line,Left,150,Left,q,q,1,340
1,20,female,right,Main,102,Invalid,Line,Left,300,Right,p,p,1,460
1,20,female,right,Main,103,Valid,Line,Right,500,Right,p,p,1,288
1,20,female,right,Main,104,Invalid,Line,Left,150,Right,p,p,1,360
1,20,female,right,Main,105,Valid,Line,Left,500,Left,q,q,1,455
1,20,female,right,Main,106,Invalid,Line,Left,500,Right,p,p,1,243
1,20,female,right,Main,107,Invalid,Line,Right,1000,Left,q,q,1,291
1,20,female,right,Main,108,Valid,Line,Left,750,Left,q,q,1,396
1,20,female,right,Main,109,Invalid,Line,Right,750,Left,q,q,1,336
1,20,female,right,Main,110,Valid,Line,Left,1000,Left,q,q,1,252
1,20,female,right,Main,111,Valid,Line,Right,750,Right,p,p,1,366
1,20,female,right,Main,112,Valid,Line,Left,300,Left,q,q,1,325
1,20,female,right,Main,113,Invalid,Line,Left,750,Right,p,p,1,268
1,20,female,right,Main,114,Invalid,Line,Right,300,Left,q,q,1,358
1,20,female,right,Main,115,Invalid,Line,Left,1000,Right,p,p,1,306
1,20,female,right,Main,116,Invalid,Line,Right,150,Left,q,q,1,402
1,20,female,right,Main,117,Valid,Line,Right,300,Right,p,p,1,327
1,20,female,right,Main,118,Valid,Line,Right,150,Right,p,p,1,366
1,20,female,right,Main,119,Invalid,Line,Right,500,Left,q,q,1,317
1,20,female,right,Main,120,Valid,Line,Right,1000,Right,p,p,1,266
1,20,female,right,Main,121,Valid,Line,Left,150,Left,q,q,1,275
1,20,female,right,Main,122,Valid,Line,Right,1000,Right,p,p,1,234
1,20,female,right,Main,123,Invalid,Line,Right,1000,Left,q,q,1,306
1,20,female,right,Main,124,Valid,Line,Right,150,Right,p,p,1,353
1,20,female,right,Main,125,Invalid,Line,Left,500,Right,p,p,1,281
1,20,female,right,Main,126,Invalid,Line,Left,300,Right,p,p,1,307
1,20,female,right,Main,127,Valid,Line,Left,1000,Left,q,q,1,233
1,20,female,right,Main,128,Valid,Line,Right,300,Right,p,p,1,357
1,20,female,right,Main,129,Invalid,Line,Left,750,Right,p,p,1,291
