name_condition__	condition_name	KEY_PRESS_TIME	DISPLAY_ON_TIME	stimulus	emotion	gaze_direct	targ_code	trial_type	RESPONSE_ACCURACY	RESPONSE_TIME	orientation	pict1t	pict2t	pict3t	block	name_trial__	pict1	pict2	pict3	targ	expected_answer	jitter	KEY_PRESS	task
2	angry_cong	462192.18	461708.41	M3	angry	R	RT	C	hit	483	up	300	100	400	2	602	M3_n_s.bmp	M3_n_r.bmp	M3_n_r_t.bmp	LR.bmp	Up	800	Up	localization
4	neutral_cong	464368.41	463658.34	M20	neutral	R	RT	C	hit	710	up	300	100	100	2	532	M20_n_s.bmp	M20_n_r.bmp	M20_n_r.bmp	TR.bmp	Up	800	Up	localization
1	fear_cong	466744.84	466141.60	M22b	fear	L	LT	C	hit	603	up	300	100	400	2	921	M22b_n_s.bmp	M22b_n_l.bmp	M22b_f_l.bmp	TL.bmp	Down	800	Down	localization
4	neutral_cong	468936.13	468408.19	M27b	neutral	R	RT	C	hit	527	up	300	100	400	2	828	M27b_n_s.bmp	M27b_n_r.bmp	M27b_n_r.bmp	TR.bmp	Up	700	Up	localization
7	happy_incong	470648.47	470091.47	M3	happy	R	LT	I	hit	556	up	300	100	100	2	599	M3_n_s.bmp	M3_n_r.bmp	M3_h_r.bmp	LL.bmp	Down	500	Down	localization
6	angry_incong	472600.93	472024.73	M24b	angry	R	LT	I	hit	576	up	300	100	100	2	806	M24b_n_s.bmp	M24b_n_r.bmp	M24b_n_r_t.bmp	TL.bmp	Down	700	Down	localization
5	fear_incong	474313.25	473858.00	M6	fear	R	LT	I	hit	455	up	300	100	100	2	613	M6_n_s.bmp	M6_n_r.bmp	M6_f_r.bmp	LL.bmp	Down	600	Down	localization
1	fear_cong	476111.97	475691.28	M3b	fear	R	RT	C	hit	420	up	300	100	100	2	849	M3b_n_s.bmp	M3b_n_r.bmp	M3b_f_r.bmp	LR.bmp	Up	700	Up	localization
8	neutral_incong	478001.11	477474.55	M24b	neutral	R	LT	I	hit	526	up	300	100	100	2	808	M24b_n_s.bmp	M24b_n_r.bmp	M24b_n_r.bmp	TL.bmp	Down	700	Down	localization
6	angry_incong	479864.42	479457.82	M2b	angry	R	LT	I	hit	406	up	300	100	100	2	838	M2b_n_s.bmp	M2b_n_r.bmp	M2b_n_r_t.bmp	LL.bmp	Down	800	Down	localization
2	angry_cong	481817.69	481441.10	M22	angry	R	RT	C	hit	376	up	300	100	400	2	554	M22_n_s.bmp	M22_n_r.bmp	M22_n_r_t.bmp	TR.bmp	Up	600	Up	localization
8	neutral_incong	484040.15	483591.01	M6	neutral	L	RT	I	hit	449	up	300	100	400	2	752	M6_n_s.bmp	M6_n_l.bmp	M6_n_l.bmp	LR.bmp	Up	800	Up	localization
1	fear_cong	485960.53	485507.62	M2b	fear	R	RT	C	hit	452	up	300	100	400	2	841	M2b_n_s.bmp	M2b_n_r.bmp	M2b_f_r.bmp	LR.bmp	Up	500	Up	localization
1	fear_cong	487864.24	487424.22	M22	fear	R	RT	C	hit	440	up	300	100	400	2	553	M22_n_s.bmp	M22_n_r.bmp	M22_f_r.bmp	TR.bmp	Up	500	Up	localization
4	neutral_cong	489897.45	489424.16	M6b	neutral	L	LT	C	hit	473	up	300	100	400	2	1004	M6b_n_s.bmp	M6b_n_l.bmp	M6b_n_l.bmp	LL.bmp	Down	600	Down	localization
3	happy_cong	491856.78	491474.10	M20	happy	L	LT	C	hit	382	up	300	100	400	2	667	M20_n_s.bmp	M20_n_l.bmp	M20_h_l.bmp	TL.bmp	Down	600	Down	localization
7	happy_incong	493969.46	493524.01	M27	happy	L	RT	I	hit	445	up	300	100	400	2	719	M27_n_s.bmp	M27_n_l.bmp	M27_h_l.bmp	LR.bmp	Up	700	Up	localization
8	neutral_incong	495793.53	495407.30	M27	neutral	L	RT	I	hit	386	up	300	100	100	2	712	M27_n_s.bmp	M27_n_l.bmp	M27_n_l.bmp	LR.bmp	Up	800	Up	localization
4	neutral_cong	497560.69	497240.56	M9	neutral	R	RT	C	hit	320	up	300	100	400	2	636	M9_n_s.bmp	M9_n_r.bmp	M9_n_r.bmp	LR.bmp	Up	500	Up	localization
7	happy_incong	499512.39	499123.83	M6	happy	R	LT	I	hit	388	up	300	100	400	2	623	M6_n_s.bmp	M6_n_r.bmp	M6_h_r.bmp	LL.bmp	Down	600	Down	localization
