name_condition__	condition_name	KEY_PRESS_TIME	DISPLAY_ON_TIME	stimulus	emotion	gaze_direct	targ_code	trial_type	RESPONSE_ACCURACY	RESPONSE_TIME	orientation	pict1t	pict2t	pict3t	block	name_trial__	pict1	pict2	pict3	targ	expected_answer	jitter	KEY_PRESS	task
3	happy_cong	391876.46	391192.80	M6b	happy	L	LT	C	hit	683	up	300	100	400	1	491	M6b_n_s.bmp	M6b_n_l.bmp	M6b_h_l.bmp	LL.bmp	Down	500	Down	localization
2	angry_cong	393717.33	393242.72	M2	angry	L	LT	C	hit	474	up	300	100	100	1	130	M2_n_s.bmp	M2_n_l.bmp	M2_n_l_t.bmp	TL.bmp	Down	700	Down	localization
2	angry_cong	395804.95	395475.99	M20	angry	R	RT	C	hit	328	up	300	100	400	1	26	M20_n_s.bmp	M20_n_r.bmp	M20_n_r_t.bmp	TR.bmp	Up	800	Up	localization
5	fear_incong	397548.97	397075.92	M27	fear	R	LT	I	hit	473	up	300	100	100	1	69	M27_n_s.bmp	M27_n_r.bmp	M27_f_r.bmp	LL.bmp	Down	600	Down	localization
5	fear_incong	399299.54	398909.20	M2b	fear	R	LT	I	hit	390	up	300	100	100	1	325	M2b_n_s.bmp	M2b_n_r.bmp	M2b_f_r.bmp	LL.bmp	Down	700	Down	localization
5	fear_incong	400852.18	400459.14	M24b	fear	L	RT	I	hit	393	up	300	100	100	1	421	M24b_n_s.bmp	M24b_n_l.bmp	M24b_f_l.bmp	TR.bmp	Up	500	Up	localization
5	fear_incong	402507.66	402109.10	M22	fear	L	RT	I	hit	398	up	300	100	100	1	165	M22_n_s.bmp	M22_n_l.bmp	M22_f_l.bmp	TR.bmp	Up	600	Up	localization
8	neutral_incong	404716.05	404275.68	M6	neutral	L	RT	I	hit	440	up	300	100	400	1	240	M6_n_s.bmp	M6_n_l.bmp	M6_n_l.bmp	LR.bmp	Up	800	Up	localization
8	neutral_incong	406660.39	406275.62	M3b	neutral	R	LT	I	hit	384	up	300	100	400	1	352	M3b_n_s.bmp	M3b_n_r.bmp	M3b_n_r.bmp	LL.bmp	Down	600	Down	localization
4	neutral_cong	408204.34	407808.90	M3	neutral	L	LT	C	hit	395	up	300	100	100	1	212	M3_n_s.bmp	M3_n_l.bmp	M3_n_l.bmp	LL.bmp	Down	500	Down	localization
3	happy_cong	410052.40	409775.49	M9b	happy	R	RT	C	hit	276	up	300	100	400	1	379	M9b_n_s.bmp	M9b_n_r.bmp	M9b_h_r.bmp	LR.bmp	Up	600	Up	localization
1	fear_cong	412021.17	411708.76	M3	fear	R	RT	C	hit	312	up	300	100	400	1	89	M3_n_s.bmp	M3_n_r.bmp	M3_f_r.bmp	LR.bmp	Up	700	Up	localization
2	angry_cong	413860.32	413592.04	M27b	angry	L	LT	C	hit	268	up	300	100	400	1	442	M27b_n_s.bmp	M27b_n_l.bmp	M27b_n_l_t.bmp	TL.bmp	Down	600	Down	localization
8	neutral_incong	415947.96	415625.29	M6b	neutral	L	RT	I	hit	322	up	300	100	400	1	496	M6b_n_s.bmp	M6b_n_l.bmp	M6b_n_l.bmp	LR.bmp	Up	800	Up	localization
4	neutral_cong	417973.11	417708.55	M9	neutral	L	LT	C	hit	264	up	300	100	400	1	252	M9_n_s.bmp	M9_n_l.bmp	M9_n_l.bmp	LL.bmp	Down	800	Down	localization
5	fear_incong	419725.32	419225.18	M6b	fear	R	LT	I	hit	500	up	300	100	100	1	357	M6b_n_s.bmp	M6b_n_r.bmp	M6b_f_r.bmp	LL.bmp	Down	600	Down	localization
2	angry_cong	421564.21	421191.76	M24b	angry	R	RT	C	hit	372	up	300	100	400	1	298	M24b_n_s.bmp	M24b_n_r.bmp	M24b_n_r_t.bmp	TR.bmp	Up	500	Up	localization
5	fear_incong	423380.61	422841.72	M2b	fear	L	RT	I	hit	538	up	300	100	100	1	453	M2b_n_s.bmp	M2b_n_l.bmp	M2b_f_l.bmp	LR.bmp	Up	600	Up	localization
6	angry_incong	424996.48	424558.32	M27	angry	R	LT	I	hit	438	up	300	100	100	1	70	M27_n_s.bmp	M27_n_r.bmp	M27_n_r_t.bmp	LL.bmp	Down	500	Down	localization
7	happy_incong	426916.93	426474.92	M3b	happy	L	RT	I	hit	442	up	300	100	100	1	471	M3b_n_s.bmp	M3b_n_l.bmp	M3b_h_l.bmp	LR.bmp	Up	800	Up	localization
5	fear_incong	428940.90	428574.84	M6b	fear	L	RT	I	hit	366	up	300	100	400	1	493	M6b_n_s.bmp	M6b_n_l.bmp	M6b_f_l.bmp	LR.bmp	Up	700	Up	localization
8	neutral_incong	430749.26	430391.45	M22	neutral	L	RT	I	hit	357	up	300	100	400	1	176	M22_n_s.bmp	M22_n_l.bmp	M22_n_l.bmp	TR.bmp	Up	500	Up	localization
5	fear_incong	432827.80	432508.06	M20b	fear	L	RT	I	hit	319	up	300	100	400	1	397	M20b_n_s.bmp	M20b_n_l.bmp	M20b_f_l.bmp	TR.bmp	Up	800	Up	localization
8	neutral_incong	434915.71	434591.31	M22b	neutral	R	LT	I	error	324	up	300	100	400	1	288	M22b_n_s.bmp	M22b_n_r.bmp	M22b_n_r.bmp	TL.bmp	Down	800	Up	localization
2	angry_cong	436780.90	436291.26	M6b	angry	R	RT	C	error	489	up	300	100	100	1	354	M6b_n_s.bmp	M6b_n_r.bmp	M6b_n_r_t.bmp	LR.bmp	Up	700	Down	localization
8	neutral_incong	439156.34	438441.18	M9	neutral	R	LT	I	hit	715	up	300	100	400	1	128	M9_n_s.bmp	M9_n_r.bmp	M9_n_r.bmp	LL.bmp	Down	700	Down	localization
2	angry_cong	441668.46	440924.43	M24b	angry	L	LT	C	hit	744	up	300	100	400	1	426	M24b_n_s.bmp	M24b_n_l.bmp	M24b_n_l_t.bmp	TL.bmp	Down	800	Down	localization
1	fear_cong	443549.38	443241.01	M9	fear	R	RT	C	hit	308	up	300	100	400	1	121	M9_n_s.bmp	M9_n_r.bmp	M9_f_r.bmp	LR.bmp	Up	600	Up	localization
1	fear_cong	445275.82	444724.30	M27	fear	L	LT	C	hit	551	up	300	100	100	1	193	M27_n_s.bmp	M27_n_l.bmp	M27_f_l.bmp	LL.bmp	Down	500	Down	localization
6	angry_incong	447389.39	446957.55	M20	angry	L	RT	I	hit	431	up	300	100	400	1	158	M20_n_s.bmp	M20_n_l.bmp	M20_n_l_t.bmp	TR.bmp	Up	700	Up	localization
6	angry_incong	449204.94	448657.51	M24b	angry	L	RT	I	hit	547	up	300	100	100	1	422	M24b_n_s.bmp	M24b_n_l.bmp	M24b_n_l_t.bmp	TR.bmp	Up	600	Up	localization
3	happy_cong	450924.77	450574.10	M20b	happy	R	RT	C	hit	350	up	300	100	100	1	259	M20b_n_s.bmp	M20b_n_r.bmp	M20b_h_r.bmp	TR.bmp	Up	700	Up	localization
4	neutral_cong	452715.40	452090.72	M3b	neutral	L	LT	C	hit	624	up	300	100	100	1	468	M3b_n_s.bmp	M3b_n_l.bmp	M3b_n_l.bmp	LL.bmp	Down	500	Down	localization
